Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
10.0.2.15,40181,195.154.82.180,443,6,295345,33753.7456195297,60.9456737036,17373.2352941177,37599.7708196629,127778,10,36918.125,61689.8185798168,165959,29,36886.25,58544.5411771487,131643,28,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40146,195.154.82.180,443,6,88,0,22727.2727272727,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8359334,2744.5966389189,6.3402180126,160756.423076923,434827.339437041,2695852,21,398057.142857143,620726.782376376,2695992,431,278637.8,550383.694111186,2696009,21,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9899754,4067.878858404,9.0911349918,111233.191011236,429077.43149703,3917366,11,253839.846153846,626601.874186621,3917740,106,202029.306122449,565657.21616932,3917650,11,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9992806,17278.1298866405,20.3146143336,49469.3366336634,482801.274167588,6805498,0,163816.491803279,873342.734144135,6805611,39,71368.9357142857,579294.632779044,6805652,4,1133,0,1133,1133,6805498,0,6805498,6805498,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9994102,176065.943693591,210.924403213,4743.2852396773,46351.0908278378,1920766,0,14776.4118518519,81591.7825887942,1920766,0,6978.8707197764,57103.2012083256,1960144,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9894710,104505.033497697,133.8088736305,7478.9947089947,36148.0212809597,678572,0,21746.243956044,60868.4808393593,682013,23,11377.5201845444,44586.0423304052,678572,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9982506,28317.8392279454,48.8855203293,20497.9589322382,48216.3701616173,334230,0,49418.3465346535,70059.8956871919,337468,0,35137.9049295775,62127.3049370123,334665,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8989956,18474.0614970752,25.1391664208,39955.36,229184.349762601,2569748,0,103332.827586207,361128.827953508,2569748,0,65400.3868613139,291399.707723653,2569846,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9998759,45384.2321832139,71.2088370167,14062.9521800281,46027.7606066437,479579,5,32890.2335526316,70031.881829367,519239,19,24627.2931034483,61283.6071441444,479579,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9999400,140057.203432206,177.7106626398,5630.2927927928,15043.8229450533,326144,0,16833.8888888889,25624.8513831635,337920,69,8466.749364945,18956.4166331885,326144,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9991326,164527.010729106,206.4790999713,4845.453928225,13581.4056343558,212875,-1,14232.3646723647,23336.0351223294,212933,26,7351.9271523179,17330.2674283544,249317,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9909892,22018.2016110771,42.4828040507,23594.980952381,45141.5982584952,278287,0,52156.5684210527,63829.1386310687,278447,32,43061.3624454149,59164.9927729953,278613,4,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9986620,11556.1621449499,19.9266618736,50437.4747474747,200467.801389616,2328561,5,102953.731958763,279019.387224202,2328655,17,99858.03,276086.587878062,2328600,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8802494,41874.268815179,62.2550836161,16092.310786106,47284.8159626835,451922,1,40564.4884792627,72721.0610008157,452046,24,26751.4650455927,60911.7384556923,451922,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9901468,2963.499957784,7.4736392624,135636.547945205,357815.364076535,2253261,9,282892.628571429,483252.36490965,2253261,49,267603.324324324,471165.880025051,2253557,80,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9699496,1316.666350499,3.2991404914,312886.967741935,695942.952335629,2738173,41,570555.411764706,868519.050581726,2738173,108,596757.692307692,874516.14397109,2738486,455,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9863716,2531.5002986704,6.3870452069,159092.193548387,371989.42488965,2251611,37,298895.575757576,471677.675137511,2251702,51,330689.857142857,497219.582889932,2251994,48,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8997949,1892.4312640581,4.7788668284,214236.880952381,795134.361864379,5112455,37,408997.681818182,1073225.02900084,5112455,80,466854.105263158,1147574.1311421,5112646,158,512189,0,512189,512189,5112455,0,5112455,5112455,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8567969,1864.0356892048,4.7852647459,214199.225,579238.087728623,3190956,37,407998.523809524,757611.440584263,3190956,56,475977.055555556,800031.787119771,3191355,527,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9424202,570.0217376495,1.6977564785,628280.133333333,1330979.59535448,5218545,47,1346314.57142857,1733766.1287861,5218545,349600,1346279.28571429,1733888.03875728,5218759,349612,427776,0,427776,427776,5218545,0,5218545,5218545,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8008102,1666.18756854,4.4954472358,228802.914285714,507256.802282826,2478670,35,444886.222222222,642680.357447808,2479065,35,500493.1875,662087.954584809,2478874,829,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9712636,2573.8635731845,6.4863956603,156655.419354839,289837.301937164,1480042,34,294322.303030303,345192.548692889,1480101,79,345519.25,352595.21964876,1480754,146,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9001159,3608.9796880602,8.8877443449,113938.721518987,241263.911016702,1000184,37,230795.974358974,306087.043783342,1000329,40,230795.230769231,303389.44532464,1000350,49,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9485100,1018.2285901045,3.0574269117,338753.571428571,589742.092526796,1899459,37,677501.5,689408.54729641,1899459,89,729582.692307692,688414.41647339,1899673,786,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,5503847,2149.4056793367,6.3591884004,161877.852941176,288119.618163489,1000322,36,323755.705882353,340036.238390073,1000488,82,343978.625,340488.641041641,1000481,99,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,4780283,1129.8494252328,3.765467442,281193.117647059,559057.517555538,2000241,50,597535.375,707219.985358756,2000820,2651,592981.625,710472.088217392,2000383,1237,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9343212,1146.821885236,3.3179167935,311440.4,943690.529250128,4709642,36,622880.8,1279703.39656976,4709642,97,667356,1315731.87023631,4709838,447,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,6830457,1405.4696486633,3.5136741217,296976.391304348,845099.261413697,3119997,37,620950.636363636,1162226.10633992,3120616,286,620894.818181818,1162245.04260924,3119997,269,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9152247,1926.1936440308,5.1353509144,198961.891304348,470133.512568751,2801850,40,397923.782608696,610420.067028879,2801850,102,415992.772727273,616369.800502675,2802070,928,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9972030,1123.1414265701,2.5070121129,415501.25,1278075.20602276,5377508,37,830969.333333334,1743237.8915208,5377508,51,906533.181818182,1807800.72038191,5378033,98,304559,0,304559,304559,5377508,0,5377508,5377508,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,2566919,3985.3224819326,10.1288743431,102676.76,266491.643078678,1276787,14,197455.307692308,349016.475825136,1276787,37,229924.636363636,372353.507494229,1277311,54,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,720576,5907.7737809752,15.2655653255,72057.6,112224.621058938,278999,33,144115.2,124145.575471702,279181,33,180089,108900.353041974,278999,51797,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8768044,2000.6742666894,5.0182229925,203908,624193.645369768,3221478,10,398547.454545455,836189.333472175,3221520,39,438389.4,876747.35182776,3221488,75,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,127767,12522.7954010034,31.3069885025,42589,73709.155496451,127701,19,63883.5,90278.4440744301,127720,47,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,296714,7124.7059457929,16.8512439588,74178.5,148115.670182688,296352,77,148357,209699.587028683,296637,77,296352,0,296352,296352,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9675272,658.4827796056,1.550344011,691090.857142857,1136141.58254505,3796440,62,1382123.14285714,1297277.66049696,3796502,69,1612518,1254570.60653006,3796593,473,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,6472320,1923.4215860773,6.7981805597,150519.069767442,661742.793962003,4357249,19,359573.333333333,1002096.14097492,4357370,182,262744.041666667,877082.862787006,4357428,37,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8988208,651.6315599283,1.6688532353,642014.857142857,841326.06177143,2000889,73,1284006.28571429,756577.848490538,2001074,73,1498009,549767.649218104,2000986,983976,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8000911,607.1808572799,1.9997722759,533394.066666667,816460.91303105,2003335,37,1142965.42857143,862029.747204209,2003513,30065,1142963.42857143,862045.657142137,2003567,29796,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9001832,657.088468214,1.9995929717,529519.529411764,706180.737673536,2002807,77,1125207,611895.858596169,2002969,147433,1125198.375,611810.666389048,2002985,147836,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,362733,2993.9376897057,11.0273948055,120911,209230.013267695,362509,55,181282,256293.681268189,362509,55,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8059312,602.7809818009,1.9852811257,537287.466666667,734140.09013207,2053984,51,1151301.57142857,658280.364511418,2054165,230574,1151304.14285714,658255.430535247,2054185,230802,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8010516,531.4264399447,1.3731949353,801051.6,1035014.1380938,2098624,41,1602072.2,898285.937467965,2098750,41,2002587.25,80743.8360139646,2098836,1901214,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,1085069,7926.6848467701,20.2752083047,51669.9523809524,73879.3814040671,235646,37,135633.625,64933.6459228903,236103,1869,90404.6666666667,83604.0385457037,235646,422,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9970077,484.3493184656,1.404201793,766929,978272.918274429,2018178,66,1661649.33333333,716552.911561084,2018446,209826,1661650.16666667,716667.81205086,2018359,209569,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9201118,6958.8282641305,14.9981773954,67161.4452554744,505653.90779872,5904039,12,148403.032258064,747594.749280563,5904039,66,124337.094594595,685222.485400883,5904330,12,231363,0,231363,231363,5904039,0,5904039,5904039,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9983067,486.6240004199,1.6027138754,665537.8,825715.674680646,2193265,61,1426128.85714286,571437.682955727,2193789,705389,1426115.71428571,571255.363972399,2193420,705974,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,6718371,20494.551432185,29.6202755102,33931.1666666667,190609.843931448,2440500,0,69983.03125,270496.421537083,2440913,19,65229.9108910891,263762.974621197,2440587,4,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8569109,380.2028892385,1.4003789659,779009.909090909,982085.31480625,2002593,156,1428145.33333333,904226.315554168,2002820,158,2000194.5,2705.5619872157,2002830,1996891,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9578430,37881.7822962636,52.0962203618,19233.7951807229,160602.792458948,3287527,3,49370.1391752578,255172.35431311,3287687,23,31611.3630363036,205856.392466829,3287733,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,609677,10592.4940583292,26.2434042944,40645.1333333333,68515.3630361903,200386,44,87096.7142857143,79103.1792233289,200512,743,87079.2857142857,79076.055850711,200386,635,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9995824,597.5495366865,2.2009191038,475991.619047619,598335.861578635,1999284,62,999567,463398.813374733,1999581,34471,999552.7,463309.554859635,1999469,34751,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8993453,422.6407810215,1.5566879596,691804.076923077,850605.507127174,1998825,151,1498882,550382.493005728,1998976,868988,1498844,547056.076906198,1998998,908473,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9002128,8945.329371011,15.5518784003,64763.5107913669,405294.880004909,4717532,0,145195.612903226,600933.506361052,4717532,31,118446.381578947,548541.525442343,4754110,7,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9996700,325.9075494913,1.2003961307,908790.909090909,1043713.14097126,2001530,157,1999221,2025.5672045134,2001764,1996705,1999299.2,2286.3371798578,2001887,1996505,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9777081,923.38398342,2.2501603495,465575.285714286,1154779.60947131,4940334,40,888794.909090909,1501111.10037002,4940334,93,1086323.11111111,1604916.95866503,4940618,2272,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,424041,5053.7565942916,14.149575159,84808.2,130357.887286117,295988,39,212020.5,119088.802767095,296229,127812,211922,118887.277334457,295988,127856,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,3998327,543.2272047784,2.00083685,571189.571428572,974608.160079707,1998539,35,1332775.66666667,1152528.07604515,1998684,1951,1332600,1152622.0145516,1998788,1667,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,7638255,6248.9403666152,9.5571567066,106086.875,651798.347202762,5495628,6,272794.821428571,1035036.74452005,5495989,27,176764.581395349,839936.14701865,5495770,6,487739,0,487739,487739,5495628,0,5495628,5495628,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9676492,165.3491781939,0.4133729455,3225497.33333333,5586284.45486321,9675983,161,9676331,0,9676331,9676331,9676144,0,9676144,9676144,348,0,348,348,9675983,0,9675983,9675983,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,6796043,790.4599779607,2.0600222806,522772.538461539,1670705.132059,6077728,38,1132673.83333333,2422822.78571706,6077728,117895,1132633.16666667,2422940.9591484,6077930,117674,374939,0,374939,374939,6077728,0,6077728,6077728,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,5180884,1444.9271591489,4.2463795754,246708.761904762,630868.42333944,2698973,36,470989.454545455,825107.800616182,2698973,49,575635.333333333,898869.763989339,2737270,1247,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,71,14887323.943662,28169.014084507,71,0,71,71,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9848112,3072.9747996367,8.8341806023,114512.930232558,237605.467395393,1656244,37,281374.628571428,310497.834250578,1656244,781,196164.22,291239.061020905,1695989,1505,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,1576237,2030.151557158,5.7098012545,197029.625,322765.013121195,895022,56,394059.25,373769.968921506,895022,56,525261.666666667,326030.476454784,895293,280217,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9993365,3110.8640583027,8.1053779182,124917.0625,631416.407927775,5629332,41,262979.710526316,903794.655696355,5629606,52,243737.121951219,871189.314048078,5629511,152,1057090,0,1057090,1057090,5629332,0,5629332,5629332,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9965684,1804.9940174704,3.6123962991,284733.828571429,766877.763726263,3387099,19,586216.705882353,1030813.63987239,3387099,47,384734,743807.972245777,3012030,57,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,39,27102564.1025641,51282.0512820513,39,0,39,39,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,71,7647887.32394366,28169.014084507,71,0,71,71,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,8844387,2497.7423534271,5.5402369887,184258.0625,545042.000767749,2839885,32,353775.48,721511.300104459,2839885,50,400179.590909091,765700.071870346,2880097,73,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9008588,3222.7026033381,8.8804149996,114032.759493671,284111.423011863,2001336,38,237064.736842105,380553.569725393,2001648,43,225210.25,373543.523132573,2001563,1113,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,74,14283783.7837838,27027.027027027,74,0,74,74,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,395055,4123.4764779588,12.6564655554,98763.75,197064.857160234,394361,109,394946,0,394946,394946,197354.5,278609.264175655,394361,348,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,7596251,917.8211725758,2.7645216041,379812.55,989288.986860259,4032929,39,759625.1,1321218.6675187,4032929,109,844006.666666667,1372646.09031644,4033140,87774,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,141,7496453.90070922,14184.3971631206,141,0,141,141,141,0,141,141,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,53,10245283.0188679,37735.8490566038,53,0,53,53,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,5333955,605.3669369164,1.8747814708,592661.666666667,1496861.45955955,4570328,39,1333488.75,2159850.01372663,4570328,125347,1333423,2159397.98714318,4570893,164881,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,422043,5008.9682804833,11.8471340598,105510.75,210878.169348046,421828,44,211021.5,298261.175838392,421924,119,421828,0,421828,421828,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,37,14675675.6756757,54054.0540540541,37,0,37,37,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,365023,5870.8629319248,16.437320388,73004.6,106958.056593695,236612,40,182511.5,76817.959387763,236830,128193,182409,76654.6177213089,236612,128206,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,5641098,759.7811631707,2.3045158939,470091.5,979213.739931408,3232155,33,940183,1256665.06233204,3232155,226,1128176.6,1307563.38096507,3232530,186524,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9496989,673.8978006608,2.0006340957,527610.5,1179518.47890531,4010113,21,1055221,1526492.15503864,4010113,49,1187096.375,1576310.99915449,4010500,116,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9574490,113.4264070462,0.4177768215,3191496.66666667,5527701.01097385,9574336,58,4787245,6770051.0409008,9574394,96,0,0,0,0,96,0,96,96,9574336,0,9574336,9574336,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,847142,1922.9361783503,7.0826378576,169428.4,256094.114384341,577456,37,423571,217678.579947592,577493,269649,423323.5,218114.864831584,577554,269093,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,5258892,1015.9934830379,2.8523118558,375635.142857143,1145880.58017571,4338124,35,751270.285714286,1586113.28416528,4338124,38,876416,1699399.92544274,4338508,31586,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8723048,124.4977672942,0.4585553123,2907682.66666667,5036125.93924679,8722900,51,4361524,6167989.2147002,8722951,97,0,0,0,0,97,0,97,97,8722900,0,8722900,8722900,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,417953,5057.9849887428,11.9630676177,104488.25,208808.509541438,417701,27,208976.5,295499.216751077,417926,27,417701,0,417701,417701,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9458908,169.152718263,0.4228817957,3152969.33333333,5460853.6647281,9458620,137,4729454,6688244.44317177,9458757,151,0,0,0,0,151,0,151,151,9458620,0,9458620,9458620,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,2327430,1387.3671818272,4.2965846449,258603.333333333,544711.514543937,1677658,52,581857.5,735208.85264234,1677658,127752,581798.5,735382.64325565,1677875,127792,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,6827273,937.4167401831,2.4900132161,426704.5625,1167096.78000007,4721154,49,853409.125,1582008.90422602,4721154,91,975292.428571429,1667883.51062715,4721467,188516,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8101499,134.0492666851,0.4937357889,2700499.66666667,4677225.95946148,8101295,64,4050749.5,5728534.37100804,8101435,64,0,0,0,0,64,0,64,64,8101295,0,8101295,8101295,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,249827,4347.0081296257,16.0110796671,83275.6666666667,144058.425627706,249620,58,249827,0,249827,249827,249620,0,249620,249620,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9179776,466.8959242578,1.3072214398,834525.090909091,2304387.51883573,7747139,37,1835955.2,3313218.01106269,7747139,177679,1835894,3313488.44017985,7747514,177423,1254958,0,1254958,1254958,7747139,0,7747139,7747139,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9951961,58918.2373202628,85.9127160969,11653.350117096,55115.1973531427,963175,0,30341.3445121951,87048.4077855546,963175,25,18955.7980952381,70829.0248224472,1003449,3,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,7623761,213.6740645464,0.7870131291,1524752.2,2540574.6859285,5859287,45,2541253.66666667,3005846.73651907,5859287,134,1763854,0,1763854,1763854,134,0,134,134,5859287,0,5859287,5859287,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9981047,221813.302752707,273.2178297527,3661.4258987528,15694.5764990404,318351,-387,11077.6048834628,26685.1542287163,318612,-316,5471.9605263158,19470.9211835557,318351,-327,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,411194,5141.1256000817,12.1597105016,102798.5,205363.674786138,410844,35,205597,290708.568308538,411159,35,410844,0,410844,410844,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,166,9463855.42168675,24096.3855421687,55.3333333333,28.0237994093,84,28,83,41.0121933088,112,54,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9773864,36812.359983728,64.2529914474,15588.2998405104,34905.1765648274,257255,6,34906.6571428571,51350.2701739318,257323,49,28139.3468208092,45998.8147154912,257537,6,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,424679,4977.8774085839,11.773598412,106169.75,212110.83783622,424336,55,212339.5,300110.967177976,424550,129,424336,0,424336,424336,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,6879928,11081.6566685,16.1338897733,62544.8,274073.196178605,2025283,5,176408.41025641,442161.356655649,2025420,59,96449.4857142857,340119.701697724,2025283,5,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9917408,161.3324771957,0.403331193,3305802.66666667,5725735.90605787,9917313,38,4958704,7012585.83842066,9917351,57,0,0,0,0,57,0,57,57,9917313,0,9917313,9917313,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,9789685,761.720116633,1.9408183205,543871.388888889,1763373.01886314,7559042,52,1087742.77777778,2437663.39546869,7559042,92,1223664.75,2569348.20584848,7559247,128379,1251370,0,1251370,1251370,7559042,0,7559042,7559042,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,7594006,1919.1451784473,5.5306777477,185219.658536585,475067.306247684,2426150,37,379700.3,631403.601888106,2426673,1939,377853.9,637163.716371967,2426150,1693,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,393014,8215.9923056176,25.4443862051,43668.2222222222,79907.9918402687,226457,111,98253.5,114687.087138585,227083,1218,88662.75,108582.171766747,226457,1112,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8981327,178.1473940321,0.4453684851,2993775.66666667,5185220.87273766,8981153,70,4490663.5,6350658.23080446,8981257,70,0,0,0,0,70,0,70,70,8981153,0,8981153,8981153,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,8508362,191.4587085035,0.7051886133,1701672.4,3709101.90962985,8335365,38,2836120.66666667,4763302.33936356,8335403,53,172905,0,172905,172905,53,0,53,53,8335365,0,8335365,8335365,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,7870712,1034.8491978871,3.5574926385,291507.851851852,566598.471662029,1754915,36,562193.714285714,692481.778725724,1755128,66,511743.166666667,643496.585188486,1755162,121,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,8571909,246.6195103098,0.4666405115,2857303,4948904.7680208,8571806,38,4285954.5,6061163.05773244,8571844,65,0,0,0,0,65,0,65,65,8571806,0,8571806,8571806,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,3144998,1353.5779672992,3.4976174866,314499.8,755631.335407214,2440385,65,628999.6,1018576.99878743,2440385,73,786179.75,1104035.34035114,2440598,166418,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,40414,195.154.82.180,443,6,9704748,1283.9076295438,4.3277785266,236701.170731707,577710.570775709,3228675,16,485229.85,758778.551311408,3228720,160,485230.25,758799.761287929,3228733,90,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,72,14680555.5555556,27777.7777777778,72,0,72,72,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,51024,37.97.149.8,443,6,376573,5613.7853749472,13.2776380675,94143.25,188151.167220004,376370,56,188286.5,266152.871118273,376485,88,376370,0,376370,376370,0,0,0,0,0,0,0,0,BROWSING
10.0.2.15,58167,195.154.107.23,443,6,9026519,177.2554846447,0.4431387116,3008839.66666667,5211380.0360661,9026423,38,4513259.5,6382659.05529384,9026481,38,0,0,0,0,38,0,38,38,9026423,0,9026423,9026423,BROWSING
