@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,,,,,,,,,
,,,,,,,,,,,,
@attribute min_fiat numeric,,,,,,,,,,,,
@attribute min_biat numeric,,,,,,,,,,,,
@attribute max_fiat numeric,,,,,,,,,,,,
@attribute max_biat numeric,,,,,,,,,,,,
@attribute mean_fiat numeric,,,,,,,,,,,,
@attribute mean_biat numeric,,,,,,,,,,,,
@attribute flowPktsPerSecond numeric,,,,,,,,,,,,
@attribute flowBytesPerSecond numeric,,,,,,,,,,,,
@attribute min_flowiat numeric,,,,,,,,,,,,
@attribute max_flowiat numeric,,,,,,,,,,,,
@attribute mean_flowiat numeric,,,,,,,,,,,,
@attribute std_flowiat numeric,,,,,,,,,,,,
@attribute class1 {VOIP,AUDIO-STREAMING,BROWSING,CHAT,EMAIL,FILE-TRANSFER,P2P,VIDEO-STREAMING},,,,,
,,,,,,,,,,,,
@data,,,,,,,,,,,,
182,173,74022,65314,34215.757437,26796.109123,66.626499,24486.039645,14,65049,15024.097292,16836.910481,VOIP
0,0,1401847,1362983,2372.966461,4742.249131,632.410372,555460.976227,0,1362983,1581.41845,20914.000556,VIDEO-STREAMING
27,5,10453885,10453869,124711.869159,78738.840237,20.833068,15339.507815,4,10453619,48173.898917,628807.04026,VIDEO-STREAMING
122,865,904255,941921,185324.333333,181174,11.99099,4659.698702,17,904255,87785.210526,209903.084597,VIDEO-STREAMING
14098,14325,12568310,12567958,4311395,4298655.333333,0.618516,272.147027,59,12567958,1847740.714286,4728540.689901,BROWSING
1036,1172,11689980,11689696,3089107.75,2471256.8,0.890215,299.274135,64,11689417,1235656.4,3675660.024705,VIDEO-STREAMING
166,15,74710,74815,35435.56974,27155.072464,65.178524,24410.791482,15,74487,15358.196721,17296.011363,VOIP
0,0,5358298,5358248,14139.025592,27471.464088,107.259001,89876.875382,0,5357757,9329.057536,157180.459505,VIDEO-STREAMING
0,0,151209,133285,1772.4026,2454.553118,971.732656,767862.398228,0,133285,1029.160261,6424.022107,FILE-TRANSFER
63,411,45918,49121,20797.90846,25575.491468,87.292342,30032.166795,17,45726,11464.51682,13142.842264,VOIP
79,123,8383009,8382990,1038370.222222,1034165.111111,2.140106,828.541993,20,8382970,491859.578947,1913450.810607,BROWSING
14,246,99362,99377,20791.248266,25275.907251,87.788992,30129.635522,14,99110,11399.612167,13484.445875,VOIP
405,13,76132,74192,35165.704225,26955.75,65.653424,24396.185323,13,74192,15246.992879,17219.526969,VOIP
169,303,99168,98810,21452.272206,25816.710345,85.481747,29091.508677,75,98379,11707.55043,13509.011003,VOIP
23,3,709468,709346,35731.110048,21490.103597,74.652568,57281.752047,3,709346,13407.411131,54964.632027,EMAIL
0,0,294276,335193,6261.333194,3163.730169,475.924343,417016.352472,0,294276,2101.46875,9739.799039,VIDEO-STREAMING
0,0,295028,294628,9786.16703,5141.863066,296.494485,253863.934183,0,294628,3373.585725,13093.607644,VIDEO-STREAMING
176,28,72615,72732,34935.422897,27994.011215,64.433007,24302.260644,12,72128,15536.095436,17341.201939,VOIP
11,67,126881,126378,28207.815443,34591.926097,64.492177,26236.966288,0,126183,15521.82487,20449.38964,VOIP
13,333,97710,98319,21703.071014,26503.488496,83.937854,28735.326318,9,97080,11923.061306,14395.665618,VOIP
171,13,72801,72079,34361.78211,26563.308511,66.880457,25054.407118,12,69471,14966.988012,17083.143484,VOIP
25,272,115223,132052,23778.680952,28406.60076,77.300135,26070.638572,17,104266,12947.769231,16057.808833,VOIP
69,117,8853732,8853698,982780.5,978822.6,2.238547,851.258241,18,8853680,467990.714286,1923847.137811,BROWSING
71,85,2074727,2074992,303765.111111,341721.9375,6.584035,2604.351462,18,2074727,156222.057143,386603.167444,BROWSING
0,0,1324318,1326583,2063.476993,4293.540541,717.653863,642042.194994,0,1324275,1393.559444,20805.83847,VIDEO-STREAMING
1276,1479,4758852,4721814,1268873.5,1259596,1.970252,715.004293,40,4721814,563943.777778,1560738.040605,VIDEO-STREAMING
166,154,73094,73099,34636.415704,27438.265568,65.409811,23941.391209,14,72873,15303.826531,17628.107662,VOIP
0,0,203369,239786,1497.754034,2088.516422,1146.598132,912918.90331,0,203335,872.196054,6028.244196,FILE-TRANSFER
7,42,86023,48421,18620.279503,22884.79084,97.533158,39501.462797,5,48421,10259.941136,12557.071446,VOIP
408,272,4554003,4554164,973212,973213.8,2.465919,985.340112,46,4553884,442394.545455,1365211.323856,VIDEO-STREAMING
155,344,101118,101234,21859.002915,26398.429577,83.758606,28263.461362,62,100862,11948.584861,14236.122735,VOIP
281,17,74775,74711,46682.875389,36999.261728,48.580362,17844.608104,10,74467,20612.763411,23122.534382,VOIP
30,5,1014922,1014792,26578.225,18151.303659,92.850954,64650.063098,3,1014657,10777.747285,45367.214604,BROWSING
174,21,74540,75093,45584.618902,35303.521226,50.371799,18550.784628,11,74308,19878.742364,22183.462154,VOIP
7,69,102870,109817,20344.739484,25718.768439,88.167107,34922.71106,7,102580,11350.68433,14616.85384,VOIP
9,26,8410374,8410066,220431.220588,230999.109375,8.939519,5339.027584,6,8410066,112703.917293,777497.195525,VIDEO-STREAMING
28,4,3610419,3609030,177866.916667,113188.287879,14.590858,9937.378446,0,3608723,68851.898618,329330.425293,VIDEO-STREAMING
58,78,75680,75384,43568.244186,35684.711905,51.108265,18730.645497,10,74647,19591.88366,22634.717987,VOIP
15,242,116234,131553,35547.187648,42151.726761,51.932631,17729.787042,15,116234,19280.498069,26250.761567,VOIP
22,0,2370206,2370227,18505.885965,8816.349851,167.593385,150112.277411,0,2370163,5969.234438,78359.11469,BROWSING
181,191,74364,74532,45861.5,35769.016746,49.894342,18732.182085,11,73675,20069.255034,22371.271333,VOIP
14,307,49550,57638,21045.477528,25868.224525,86.288693,29854.953578,14,49318,11597.973684,13435.167686,VOIP
7,58,102626,93546,18746.975,23470.687011,96.079637,38635.349105,4,86763,10415.260417,13104.168251,VOIP
173,13,77682,77212,45392.445455,34592.979215,51.069226,19295.422255,13,76861,19606.893979,22052.289066,VOIP
14,71,100409,106283,19809.774108,25029.792988,90.557488,34189.919591,9,100409,11050.846721,13561.925652,VOIP
0,0,640571,599538,2187.315247,4329.734576,688.334882,594277.584598,0,599538,1452.997617,11669.846197,VIDEO-STREAMING
0,8,150753,175517,22969.326687,28202.960452,79.125752,38945.027367,0,149764,12648.784628,21305.822582,VOIP
0,0,5624563,5661703,50148.632997,26153.611208,58.257287,50340.055153,0,5624563,17184.987342,255601.897751,BROWSING
0,0,169089,168830,1088.923279,1522.90652,1571.766027,1253916.423886,0,168830,636.254048,4441.149977,FILE-TRANSFER
13,65,92313,104811,21789.69186,27365.164534,82.514481,31904.420882,0,92313,12128.889968,15182.053943,VOIP
0,0,93147,88036,959.198989,1334.039762,1792.192248,1425707.870263,0,88036,557.996614,3874.247686,FILE-TRANSFER
12,276,47029,53925,20285.079838,25279.392917,88.9872,31688.448741,12,46655,11246.0015,13223.388384,VOIP
0,0,3247159,3247237,6859.090492,9498.854962,251.198635,198310.037914,0,3247103,3981.974933,59246.807089,EMAIL
163,252,88094,96477,21610.949495,26413.386243,84.264753,29324.467773,0,87834,11876.769231,13873.530808,VOIP
0,0,102437,96624,999.776763,1395.613567,1716.879039,1370342.029694,0,81764,582.474835,3813.105673,FILE-TRANSFER
215,77,75130,70984,44365.341246,36436.094891,50.082212,17987.927783,8,70812,19993.82777,22239.845746,VOIP
0,0,175202,174770,972.30142,1359.391517,1764.213643,1405830.405088,0,174770,566.846195,4210.36254,FILE-TRANSFER
10,0,86554,110614,19924.49734,24684.029654,90.833771,33459.26369,0,86310,11017.216176,13956.183962,VOIP
0,4,3325381,3325481,8673.282305,12026.91364,198.572666,156290.579388,0,3325325,5037.642326,86535.533058,EMAIL
843,97,75832,75353,47935.025641,35630.05,49.04902,18611.22978,18,75112,20415.581173,22574.49372,VOIP
0,0,326808,327361,1064.696103,1489.170671,1610.737629,1283407.689087,0,326808,620.859272,5288.105944,FILE-TRANSFER
134,385,5172689,5172528,212526.326923,263121.97619,8.686707,3331.532953,15,5172245,116330.2,566257.000147,CHAT
8,49,108784,125921,20632.61708,26748.726786,85.983834,35752.11822,5,108784,11639.129759,15161.94264,VOIP
0,0,123027,94012,1019.429436,1424.230579,1683.120017,1344189.575245,0,94012,594.158235,4135.392249,FILE-TRANSFER
15,201,359193,319601,28435.157795,31323.949686,67.1931,22102.785652,0,319601,14897.303785,19527.250278,VOIP
24,3,11195316,11195872,29748.464286,14993.032,100.445241,89322.964396,3,11195316,9962.288372,288970.019803,BROWSING
151,16,76872,71154,43689.740525,34290.638444,52.182604,19149.747859,15,70390,19188.011524,21320.891833,VOIP
24,2,6248638,6240539,97410.143939,45305.371025,32.430821,29416.931953,2,6240539,30908.987981,344708.242459,BROWSING
12,55,81444,97911,19445.063636,25360.366102,90.80003,36806.478935,9,78407,11021.304188,13466.088745,VOIP
18,0,5508661,5509064,18973.376426,8936.439258,164.462324,149550.02654,0,5508661,6082.890695,117067.727052,BROWSING
0,2,1099335,1135816,10422.15953,7965.050485,220.5789,184663.369853,0,1099243,4535.181586,44653.393734,EMAIL
7,63,78992,78592,17858.669845,23006.413846,99.509965,41728.245827,7,78592,10055.989262,12116.526145,VOIP
187,29,71867,71065,44497.011905,35397.361702,50.823206,18529.232526,14,70826,19701.940789,22069.858107,VOIP
20,228,99800,121824,22260.395245,28266.496226,80.432786,31644.994648,13,99800,12443.067276,16503.841402,VOIP
7,66,116327,91131,19328.890323,24719.323432,92.322654,38357.025253,0,83957,10839.41534,13778.122388,VOIP
69,6,152146,152214,39132.765013,34694.090278,54.510286,22819.993892,6,152001,18367.643382,26834.384595,VOIP
16,402,10486145,10486127,329684.181818,392056.945946,5.721713,2482.25821,8,10485880,176904.219512,1157607.308214,CHAT
0,0,1365504,1365281,4125.865663,7779.158697,371.054907,319998.886768,0,1365281,2695.50965,29623.117063,VIDEO-STREAMING
248,23,76825,76860,43857.152493,35116.100703,51.351906,18708.232811,14,76647,19498.797139,21824.156095,VOIP
0,3,3106929,3144818,28741.736239,40365.649351,59.530474,45979.550404,0,3106879,16820.667114,143235.149769,EMAIL
72,26,115959,115340,27118.954628,21282.058239,83.897494,36030.603296,26,115340,11928.796975,15566.56172,VOIP
0,0,570653,568065,17228.987356,11317.682264,146.505999,118682.52897,0,568065,6828.767304,33997.647158,EMAIL
0,0,1168315,1167920,5280.821278,9737.996471,292.199533,252153.630862,0,1167920,3423.167948,36231.758834,VIDEO-STREAMING
25,241,125005,124952,34100.605023,41603.649025,53.494679,22089.084374,25,124753,18716.873434,25066.685686,VOIP
169,26,71993,70390,45262.111782,36363.293689,49.726431,18359.532377,15,70152,20137.05914,22648.698894,VOIP
0,0,419263,419255,9725.806619,14046.507029,174.143692,133093.820147,0,419205,5744.585282,35387.953126,FILE-TRANSFER
7,56,103842,104770,19228.769231,24709.153213,92.608298,37984.736766,7,103530,10805.948127,13681.477197,VOIP
25,419,117013,123099,29061.641473,36664.513447,61.816377,24808.839355,8,116844,16194.412527,21558.567096,VOIP
70,34,74885,74080,47327.306962,36928.237037,48.34115,17993.939905,13,73830,20714.961219,22876.054909,VOIP
0,0,2018859,1979816,5347.486232,10061.251534,286.52041,249495.591285,0,1979816,3490.97824,39999.844819,VIDEO-STREAMING
161,14,76935,71448,46829.815625,36109.549398,49.1801,18378.943817,13,71448,20361.054348,22938.943815,VOIP
174,22,76016,75507,49128.472131,35703.535714,48.48126,18591.329323,12,75192,20654.938017,23073.253689,VOIP
0,442,99216,118170,23929.226837,29604.247036,75.701389,28418.728817,0,94728,13221.456311,17215.575166,VOIP
33,6,11592166,11592480,610126.727273,462857,3.94849,2690.188144,5,11592166,258131.788462,1612531.968123,AUDIO-STREAMING
88,10,107689,98640,30148.696177,23764.146264,75.280791,32521.635553,10,87644,13295.387755,17137.529181,VOIP
134,229,998896,998725,62847.696203,64481.233766,31.553863,10488.571291,13,998577,31759.413646,74210.214257,VOIP
6,26,362069,400045,31113.618257,35705.880952,60.279671,29653.597269,5,362069,16607.712071,38689.768537,VOIP
36,42,74037,74559,45886.622699,35240.016509,50.13343,18727.836207,9,73793,19973.330226,22392.135915,VOIP
73,286,74494,74179,45177.510574,34697.534722,51.036287,19223.5346,11,73933,19619.548429,21967.937339,VOIP
12,79,1200106,1203816,39756.814324,47733.509554,46.235207,17773.000214,12,1200106,21659.794798,73326.041961,VOIP
97,9,121547,114097,30012.833667,23327.657321,76.319369,32358.210398,9,113785,13114.307356,17312.667462,VOIP
16,287,121899,121912,26010.927083,33080.170732,68.681071,26739.763617,16,121750,14574.215953,19565.818752,VOIP
80,14,74464,74568,43595.77907,36489.437956,50.476227,19737.53829,8,74190,19837.511905,23175.011518,VOIP
0,0,407918,411831,4902.268564,8984.094125,315.413905,264619.521218,0,407918,3171.108125,15343.853526,VIDEO-STREAMING
33,295,69404,61354,21573.646974,25769.574871,85.290586,30040.119303,12,60841,11733.811912,13697.814803,VOIP
0,0,432491,429466,8203.538034,11803.908946,206.718787,158750.013787,0,429466,4839.073674,30226.036499,FILE-TRANSFER
14,0,202572,242250,27519.316176,34227.866667,65.528007,27253.238293,0,202350,15276.222449,21582.695992,VOIP
6,2,3052534,3053105,13249.36355,18416.001326,129.918157,101579.578652,2,3052480,7701.422629,85044.732033,EMAIL
10,498,142276,121352,34357.763761,42936.635057,52.470012,21143.946406,10,121118,19082.783439,24945.019971,VOIP
0,1,3405679,3405737,5971.088223,8429.212817,286.247271,229910.63792,0,3405623,3494.358647,58206.193038,EMAIL
6,423,127737,122235,32161.570815,40949.057377,55.646305,22289.414431,6,106581,17992.218487,24258.457075,VOIP
168,210,74538,74531,44529.047619,35731.109785,50.563293,18698.666485,12,74319,19803.353175,22649.328851,VOIP
371,420,8148726,8146575,594890.826087,426320.0625,4.165897,1551.394483,40,8146575,244330.875,1089056.886617,EMAIL
1,0,1200575,1162919,10692.597534,14672.087562,161.812649,126558.582689,0,1162919,6182.577778,47910.065241,EMAIL
82,25,120732,120778,37234.962687,29682.290258,60.593558,27061.269907,20,120603,16521.620309,20526.514422,VOIP
0,0,313766,314025,3277.522375,6138.802905,468.139479,405564.857663,0,313766,2136.423971,12778.818867,VIDEO-STREAMING
31,82,4327191,4289100,350083.571429,294073.34,6.392917,2820.500369,14,4289049,158105.096774,539327.768982,CHAT
16,236,108667,126213,25939.491349,32189.76129,69.699072,26533.002744,16,108521,14361.136015,19017.354598,VOIP
11,6,119536,108034,31605.985232,25123.189597,71.53925,31132.38692,6,107868,13991.392157,17922.443501,VOIP
80,20,74962,73164,45556.018237,36825.609337,49.238642,18685.264195,11,72402,20336.808684,23451.698971,VOIP
0,5,409285,405866,5772.429125,8380.675252,291.958397,226675.964796,0,405866,3425.929503,21205.108999,FILE-TRANSFER
116,76,1760223,1797808,175682.177215,147223.585106,12.609076,5488.118216,19,1760223,79763.747126,235734.318529,CHAT
44,37,76259,76807,47270.630915,36282.794189,48.848735,18522.47926,10,75803,20499.363885,22199.138022,VOIP
0,0,452502,451907,7386.292719,10533.915722,230.200556,176901.449553,0,451907,4345.303904,24777.395024,FILE-TRANSFER
11,270,92140,94472,21907.409357,25925.00692,84.351474,28554.508703,11,81162,11864.543943,14069.90024,VOIP
39,360,120544,122787,30736.969262,37309.65586,59.401422,23227.555913,20,120404,16853.529213,22210.585358,VOIP
76,274,860972,897780,56394.009662,51419.101322,37.348823,13788.054681,10,860933,26836.156322,68410.180877,VOIP
0,0,421817,415603,8653.615295,12593.538267,194.808009,149940.125087,0,415603,5135.019547,31583.401986,FILE-TRANSFER
29,6,11215343,11215597,463413.115385,280204.046512,5.892713,4310.726895,6,11215343,172125.428571,1339983.386875,AUDIO-STREAMING
8,270,137728,137816,25587.297436,30799.755144,71.682169,24195.237378,7,137520,13963.484142,18478.745504,VOIP
2170,2949,12451245,12451414,1420786.1,1180774.25,1.689206,564.40586,21,12451032,617733.086957,2582244.084369,AUDIO-STREAMING
0,5,512556,476405,8477.094404,12308.743611,198.986662,153374.10426,0,476405,5027.147167,33115.643506,FILE-TRANSFER
12679,108,2130575,2167216,408352.625,322776.6,6.12216,2527.533648,28,2130575,171937.947368,500208.524269,CHAT
0,0,496361,496354,8316.538943,11932.130506,204.185942,155592.148459,0,496317,4899.136973,29377.337291,FILE-TRANSFER
333273,334010,2067284,2066494,1200278.5,1200252,2.499371,1420.892409,47,2066494,480120.8,898455.469112,CHAT
10,6,104161,88002,27655.806273,21754.775036,82.257871,36062.571221,6,88002,12166.758929,15514.892005,VOIP
0,0,2297638,2296899,6153.138544,11578.409339,249.020352,214322.373615,0,2296899,4016.820194,44659.699681,VIDEO-STREAMING
36,108,140297,140386,34376.045872,42310.467422,52.774878,21207.094225,8,140145,18972.394937,25763.857531,VOIP
7,0,1833615,1834386,25098.149742,13149.029757,116.031286,98150.672522,0,1833615,8623.461857,66600.707447,EMAIL
80,68,2722869,2722564,198842.013333,210044.535211,9.924089,4552.608667,18,2722453,101450.394558,347389.970532,CHAT
85,6,134880,135453,34515.536866,27124.564195,65.933843,29829.897351,6,134880,15182.068826,19420.579828,VOIP
14,269,129706,129666,22818.846037,26778.368515,81.299184,27574.385079,14,129462,12310.361842,15007.089784,VOIP
183,290,130671,131051,22505.567568,26670.318505,82.06061,27794.395607,11,130671,12196.030106,14507.756004,VOIP
0,0,501704,502315,3826.296154,7272.44493,397.838104,337766.75185,0,501704,2514.006877,10781.027635,VIDEO-STREAMING
0,0,2682730,2641623,10734.293696,9748.22121,195.855341,161626.233271,0,2641623,5107.549421,57843.508554,EMAIL
0,21,159561,124578,5468.460781,10086.769852,282.135775,237770.474908,0,123912,3545.231079,11479.96009,VIDEO-STREAMING
0,0,3604475,3604698,24620.424342,37897.617722,67.136246,49050.943986,0,3604007,14909.919323,120467.196936,VIDEO-STREAMING
74,12,110841,114872,29642.796443,23658.022082,76.136419,31732.286215,12,102762,13145.829974,16976.26081,VOIP
257,511,94028,94044,22222.146884,26276.696491,83.188727,28046.418241,63,93816,12030.514859,14168.373703,VOIP
0,0,520251,520251,9556.962892,13707.511009,177.696725,135127.215796,0,520193,5629.686134,35151.419787,FILE-TRANSFER
70,10,119097,110882,27065.49639,21793.928779,82.963753,35027.643469,10,108517,12063.15366,16586.797996,VOIP
183,372,93630,93651,22158.542899,26325.184534,83.247532,28082.657122,12,93402,12022.008828,14096.715008,VOIP
0,0,516250,520019,2933.373047,5667.17827,517.498816,459225.240082,0,516250,1932.63675,11494.261153,VIDEO-STREAMING
296,185,131977,138935,34262.775229,44726.341317,51.677781,21163.456954,28,131823,19375.774319,26177.267179,VOIP
332547,332852,332547,332852,332547,332852,12.017353,3743.405478,49,332547,110950.666667,191908.081961,CHAT
0,0,684906,684684,4222.718737,7939.121451,362.081081,315456.560899,0,684567,2762.570252,15603.892912,VIDEO-STREAMING
43,357,121866,149996,34472.785714,42702.820513,52.505769,21050.610425,18,121566,19069.756997,25710.008676,VOIP
91,8,121448,121385,28825.202703,22818.339939,78.562021,33686.205518,8,121238,12739.629787,16736.954823,VOIP
0,0,461782,456440,9393.876197,13455.47532,180.906762,137073.250595,0,456440,5529.785875,33845.481901,FILE-TRANSFER
6,33,6323779,6361038,126777.144068,159142.840426,14.305097,8365.206181,5,6323779,70233.347418,461263.317812,VIDEO-STREAMING
0,27,710592,710562,8046.101931,14213.711848,194.760158,157956.28918,0,710333,5136.278767,26585.249187,VIDEO-STREAMING
0,0,1974568,1935413,4703.446535,8854.298111,325.682061,280866.608962,0,1935413,3071.107903,42361.711445,VIDEO-STREAMING
0,0,470770,431127,9465.804183,13496.065041,179.851011,135826.602475,0,431127,5562.227848,32597.452627,FILE-TRANSFER
7,2,8245476,8245537,67037.013761,98166.214765,25.227723,19539.657639,0,8245212,39746.646739,441097.590616,EMAIL
0,0,1802260,1801791,16201.494845,28983.415984,96.366311,81355.084263,0,1801791,10384.689427,77611.10021,VIDEO-STREAMING
8,250,66282,66304,21851.392128,25936.627383,84.389283,28295.760089,6,66086,11859.220728,13776.655069,VOIP
4,33,7298460,7258821,48679.430769,72321.462857,34.527298,24398.474415,0,7258821,29029.018349,351351.050324,VIDEO-STREAMING
54,25,122169,112448,28707.515444,22354.635277,79.355434,35056.013657,15,112448,12612.138889,16762.759763,VOIP
0,0,509205,502407,9467.116382,13499.367089,179.655249,136478.5941,0,502407,5568.287202,33899.943739,FILE-TRANSFER
67,16,127299,113463,35625.033333,29791.155689,61.687494,26837.201289,16,113463,16228.32321,21299.605609,VOIP
6113776,6113448,6113776,6113448,6113776,6113448,0.65426,203.802037,45,6113448,2037925.333333,3529506.165039,AUDIO-STREAMING
0,0,727888,724903,11052.134974,15873.440171,153.390131,115856.595372,0,724903,6522.186128,39335.669434,FILE-TRANSFER
74,17,110396,91393,27380.031079,21244.011348,83.728227,36087.667059,12,91254,11952.935355,15525.455937,VOIP
0,0,943967,943968,15411.98251,21965.492669,110.543707,83735.923367,0,943921,9051.661631,57525.108661,FILE-TRANSFER
0,0,562494,584400,3898.975045,7304.226011,393.483534,334818.952572,0,562494,2541.833079,12431.271639,VIDEO-STREAMING
26,297,127850,127426,30913.583851,38780.365285,58.186061,23026.381934,26,127426,17206.001149,23628.729561,VOIP
83,31,116196,105414,31523.945263,25379.698305,71.256055,32212.94595,17,101047,14047.060038,18168.84459,VOIP
18,410,129670,132740,33953.891156,43277.554913,52.691212,21388.959047,18,129670,19002.581218,25345.667995,VOIP
16,329,135756,135933,29205.53125,37013.178218,61.390482,24241.14877,16,135615,16306.933479,22304.54781,VOIP
0,0,799083,799083,16255.122693,23288.115086,104.57927,78914.341631,0,799049,9568.234505,60163.496752,FILE-TRANSFER
65,8,116630,116594,36990.106436,29244.545988,61.361894,28703.916348,8,116470,16314.550218,20613.938811,VOIP
15,420,115498,121979,28136.020677,34730.006961,64.468145,25027.469108,13,115251,15527.627593,20973.961848,VOIP
0,6,606462,606464,16186.998902,23113.415361,105.178284,79028.426618,0,606432,9513.8,51491.210744,FILE-TRANSFER
13,17,147141,125099,34578.87471,28596.324427,63.866106,28517.917946,11,125099,15674.135983,19293.910789,VOIP
20,370,121529,126788,30631.018405,38080.09949,58.949695,23488.282463,15,121280,16982.849206,22693.550801,VOIP
0,0,155160,114633,6994.640858,12828.45509,221.051358,183635.531322,0,114572,4525.200664,10027.560325,VIDEO-STREAMING
0,55,911725,911720,16042.194164,23091.426494,105.781424,80297.965002,0,911683,9459.712111,60167.109054,FILE-TRANSFER
55,387,102964,103564,22711.906061,26767.619643,81.520503,27591.688218,11,102964,12276.899263,14750.280805,VOIP
69,11,102979,93274,28883.431599,22893.360856,78.345738,34638.417749,9,92775,12774.808348,16409.424197,VOIP
176,358,91739,91807,22042.166176,26296.005263,83.528478,28470.935159,34,91523,11981.534772,14019.159164,VOIP
16,69,136695,122509,34685.87471,41748.678771,52.834451,20050.173358,16,120227,18951.002532,25487.380109,VOIP
0,31,106724,109005,8511.918275,15134.137235,183.691159,150230.430724,0,79128,5445.896877,10885.093229,VIDEO-STREAMING
284,214,102065,102164,35621.147619,28121.894737,63.765548,23200.098763,20,85692,15698.905561,18222.006521,VOIP
0,5,925225,925222,16341.374302,23289.08121,104.269391,78613.924087,0,925190,9596.835302,61554.279575,FILE-TRANSFER
0,6,815611,815611,15860.114894,22657.303951,107.321024,80875.782488,0,815577,9323.666041,58074.677988,FILE-TRANSFER
14,42,142878,145441,31664.503185,38882.450521,57.397104,22697.6411,10,142878,17442.83528,24663.582399,VOIP
9,5,7196508,7196750,20814.922006,29406.179487,82.100411,62364.997684,5,7196508,12190.141925,209236.819901,FILE-TRANSFER
28,34,125445,125437,28402.223485,35962.58753,63.147436,25132.546269,10,125222,15852.69556,21643.891227,VOIP
12,40,108765,104665,36485.333333,28485.110476,62.552216,27894.620456,12,90082,16003.705443,19363.123789,VOIP
460,20,118931,118937,44741.949254,36229.682809,50.038186,18115.090896,17,118804,20011.419226,23482.749779,VOIP
11,77,124437,121335,35197.14554,43335.375723,51.619929,20626.896691,11,120854,19397.424321,26620.02667,VOIP
11,240,138134,138105,36790.842365,46656.510903,48.674667,18754.970124,11,137887,20572.788462,27288.430085,VOIP
138,229,93769,92416,40788.349727,32316.530172,55.484836,21087.172013,15,92416,18044.630566,21850.514072,VOIP
54,7,138586,138917,34104.144165,27954.812383,65.218494,30102.427926,7,138586,15348.865088,21302.676555,VOIP
394,26,92718,91619,45544.015198,35506.677725,50.253456,18498.67766,15,91400,19925.590426,22544.824969,VOIP
0,5,545243,542368,8783.578299,12471.49036,193.643149,148180.211794,0,542368,5165.919627,30682.066141,FILE-TRANSFER
67,26,92660,90968,45317.205438,35365.749409,50.400017,18125.006042,18,90795,19867.543046,22130.462322,VOIP
0,0,631975,627041,10138.862799,14473.290573,167.594772,127573.798437,0,627041,5969.164729,35083.623924,FILE-TRANSFER
16,298,122216,122055,32595.261438,40430.981132,55.467059,22141.556467,15,121938,18050.413959,23872.907535,VOIP
0,0,1035729,1035722,10281.496881,14711.896142,165.123375,125526.372778,0,1035689,6058.544603,38516.191386,FILE-TRANSFER
48,365,120387,135783,35868.294258,45702.103659,49.890125,20567.003939,15,120210,20070.879518,25720.719675,VOIP
56,6,157918,158027,36285.859564,29155.015564,61.990944,27145.96098,6,157798,16148.771552,21890.555184,VOIP
15,221,121704,131455,28365.439394,35830.076555,63.296553,24311.952118,15,121564,15815.331573,21763.597474,VOIP
219,33,96340,132950,44882.477477,36106.342169,50.052355,18196.566942,18,96340,20005.754339,23081.657543,VOIP
232,277,155394,146740,31354.688285,40616.495935,56.646325,21712.356365,11,143175,17674.213443,21899.6809,VOIP
99,236,118355,117228,43439.093023,33807.893665,52.732949,19713.623952,19,117017,18987.571792,22791.525166,VOIP
93,10,106642,97696,35421.274232,28377.287879,63.604027,28787.729936,10,97472,15738.789916,19826.00374,VOIP
88,18,120583,108909,34034.159453,27536.808824,65.754234,29707.362285,7,108422,15223.601626,19831.239657,VOIP
25,43,134008,160870,33139.20354,39626.592593,55.544414,21723.406977,12,134008,18025.275572,26338.627439,VOIP
89,56,124471,113169,34263.304348,27076.942029,66.184833,28589.176449,15,113169,15124.463636,18700.875565,VOIP
20,51,122797,151552,33882.337104,40585.205962,54.286174,20721.02589,13,122641,18443.582512,26265.581133,VOIP
12,77,155625,122179,37944.408629,45718.776758,48.36046,19449.399775,12,121188,20706.689751,28942.534695,VOIP
86,14,118779,92727,35017.584112,28332.871456,63.984141,28540.196152,14,92494,15645.186848,18796.103003,VOIP
384,17,92597,93430,34213.83105,26958.447842,66.448255,25259.27662,14,92465,15064.429146,18099.734841,VOIP
27,73,132984,135587,29793.421471,35800.086331,61.522706,23155.024473,13,132747,16271.809989,23891.259828,VOIP
5,79,137066,137057,31039.548654,37356.9202,59.097208,22159.852212,5,136837,16940.39322,24990.092421,VOIP
9,225,122608,122471,26881.039427,33184.719027,67.467575,25397.608688,9,122351,14836.59545,20886.592626,VOIP
11,65,127607,121144,38164.10687,46579.059006,47.804245,18877.20963,11,121081,20947.860335,28297.984398,VOIP
252,8,90397,85283,33755.020316,26632.967972,67.277163,25507.73213,8,66577,14878.66004,17447.653084,VOIP
81,13,122362,108732,39554.962963,30681.272541,57.97249,25884.983783,13,107923,17269.456747,20585.190836,VOIP
217,15,100339,72254,34938.785047,27041.249548,65.735048,25360.354116,15,72254,15228.076375,18454.898075,VOIP
10,59,128861,129341,29088.640777,34981.131455,62.947869,25203.579284,10,128538,15903.025478,24261.666793,VOIP
375,25,94242,91102,33295.777283,27083.097826,67.090247,25200.715558,15,81373,14920.171657,17876.292341,VOIP
88,28,126769,107222,35725.684211,29838.332,61.606534,25728.026841,21,107086,16249.707291,20557.707828,VOIP
