@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,,,,,,,,
,,,,,,,,,,,
@attribute total_fiat numeric,,,,,,,,,,,
@attribute min_fiat numeric,,,,,,,,,,,
@attribute min_biat numeric,,,,,,,,,,,
@attribute max_fiat numeric,,,,,,,,,,,
@attribute mean_fiat numeric,,,,,,,,,,,
@attribute mean_biat numeric,,,,,,,,,,,
@attribute flowBytesPerSecond numeric,,,,,,,,,,,
@attribute min_flowiat numeric,,,,,,,,,,,
@attribute max_flowiat numeric,,,,,,,,,,,
@attribute mean_flowiat numeric,,,,,,,,,,,
@attribute min_active numeric,,,,,,,,,,,
@attribute class1 {VOIP,AUDIO-STREAMING,BROWSING,CHAT,EMAIL,FILE-TRANSFER,P2P,VIDEO-STREAMING},,,,
,,,,,,,,,,,
@data,,,,,,,,,,,
14951755,174,21,74540,45584.618902,35303.521226,18550.784628,11,74308,19878.742364,-1,VOIP
14994073,7,69,102870,20344.739484,25718.768439,34922.71106,7,102580,11350.68433,-1,VOIP
14989323,9,26,8410374,220431.220588,230999.109375,5339.027584,6,8410066,112703.917293,5007126,VIDEO-STREAMING
14940821,28,4,3610419,177866.916667,113188.287879,9937.378446,0,3608723,68851.898618,1111065,VIDEO-STREAMING
14987476,58,78,75680,43568.244186,35684.711905,18730.645497,10,74647,19591.88366,-1,VOIP
14965366,15,242,116234,35547.187648,42151.726761,17729.787042,15,116234,19280.498069,-1,VOIP
14767697,22,0,2370206,18505.885965,8816.349851,150112.277411,0,2370163,5969.234438,2160889,BROWSING
14950849,181,191,74364,45861.5,35769.016746,18732.182085,11,73675,20069.255034,-1,VOIP
14984380,14,307,49550,21045.477528,25868.224525,29854.953578,14,49318,11597.973684,-1,VOIP
14997580,7,58,102626,18746.975,23470.687011,38635.349105,4,86763,10415.260417,-1,VOIP
14979507,173,13,77682,45392.445455,34592.979215,19295.422255,13,76861,19606.893979,-1,VOIP
14995999,14,71,100409,19809.774108,25029.792988,34189.919591,9,100409,11050.846721,-1,VOIP
9755426,0,0,640571,2187.315247,4329.734576,594277.584598,0,599538,1452.997617,-1,VIDEO-STREAMING
14976001,0,8,150753,22969.326687,28202.960452,38945.027367,0,149764,12648.784628,-1,VOIP
14894144,0,0,5624563,50148.632997,26153.611208,50340.055153,0,5624563,17184.987342,4939933,BROWSING
14917160,0,0,169089,1088.923279,1522.90652,1253916.423886,0,168830,636.254048,-1,FILE-TRANSFER
14991308,13,65,92313,21789.69186,27365.164534,31904.420882,0,92313,12128.889968,-1,VOIP
14996117,0,0,93147,959.198989,1334.039762,1425707.870263,0,88036,557.996614,-1,FILE-TRANSFER
14990674,12,276,47029,20285.079838,25279.392917,31688.448741,12,46655,11246.0015,-1,VOIP
14932240,0,0,3247159,6859.090492,9498.854962,198310.037914,0,3247103,3981.974933,11181009,EMAIL
14976388,163,252,88094,21610.949495,26413.386243,29324.467773,0,87834,11876.769231,-1,VOIP
14998651,0,0,102437,999.776763,1395.613567,1370342.029694,0,81764,582.474835,-1,FILE-TRANSFER
14951120,215,77,75130,44365.341246,36436.094891,17987.927783,8,70812,19993.82777,-1,VOIP
14999694,0,0,175202,972.30142,1359.391517,1405830.405088,0,174770,566.846195,-1,FILE-TRANSFER
14983222,10,0,86554,19924.49734,24684.029654,33459.26369,0,86310,11017.216176,-1,VOIP
14900699,0,4,3325381,8673.282305,12026.91364,156290.579388,0,3325325,5037.642326,5263171,EMAIL
14955728,843,97,75832,47935.025641,35630.05,18611.22978,18,75112,20415.581173,-1,VOIP
14998374,0,0,326808,1064.696103,1489.170671,1283407.689087,0,326808,620.859272,-1,FILE-TRANSFER
11051369,134,385,5172689,212526.326923,263121.97619,3331.532953,15,5172245,116330.2,1836328,CHAT
14979280,8,49,108784,20632.61708,26748.726786,35752.11822,5,108784,11639.129759,-1,VOIP
14995807,0,0,123027,1019.429436,1424.230579,1344189.575245,0,94012,594.158235,-1,FILE-TRANSFER
14956893,15,201,359193,28435.157795,31323.949686,22102.785652,0,319601,14897.303785,-1,VOIP
14993226,24,3,11195316,29748.464286,14993.032,89322.964396,3,11195316,9962.288372,12546168,BROWSING
14985581,151,16,76872,43689.740525,34290.638444,19149.747859,15,70390,19188.011524,-1,VOIP
12858139,24,2,6248638,97410.143939,45305.371025,29416.931953,2,6240539,30908.987981,2921018,BROWSING
14972699,12,55,81444,19445.063636,25360.366102,36806.478935,9,78407,11021.304188,-1,VOIP
14969994,18,0,5508661,18973.376426,8936.439258,149550.02654,0,5508661,6082.890695,8207193,BROWSING
12412792,0,2,1099335,10422.15953,7965.050485,184663.369853,0,1099243,4535.181586,4963274,EMAIL
14983424,7,63,78992,17858.669845,23006.413846,41728.245827,7,78592,10055.989262,-1,VOIP
14950996,187,29,71867,44497.011905,35397.361702,18529.232526,14,70826,19701.940789,-1,VOIP
14981246,20,228,99800,22260.395245,28266.496226,31644.994648,13,99800,12443.067276,-1,VOIP
14979890,7,66,116327,19328.890323,24719.323432,38357.025253,0,83957,10839.41534,-1,VOIP
14987849,69,6,152146,39132.765013,34694.090278,22819.993892,6,152001,18367.643382,-1,VOIP
14506104,16,402,10486145,329684.181818,392056.945946,2482.25821,8,10485880,176904.219512,13946891,CHAT
14803606,0,0,1365504,4125.865663,7779.158697,319998.886768,0,1365281,2695.50965,2002755,VIDEO-STREAMING
14955289,248,23,76825,43857.152493,35116.100703,18708.232811,14,76647,19498.797139,-1,VOIP
12531397,0,3,3106929,28741.736239,40365.649351,45979.550404,0,3106879,16820.667114,3488315,EMAIL
14942544,72,26,115959,27118.954628,21282.058239,36030.603296,26,115340,11928.796975,-1,VOIP
14989219,0,0,570653,17228.987356,11317.682264,118682.52897,0,568065,6828.767304,-1,EMAIL
13798786,0,0,1168315,5280.821278,9737.996471,252153.630862,0,1167920,3423.167948,2003086,VIDEO-STREAMING
14936065,25,241,125005,34100.605023,41603.649025,22089.084374,25,124753,18716.873434,-1,VOIP
14981759,169,26,71993,45262.111782,36363.293689,18359.532377,15,70152,20137.05914,-1,VOIP
14987468,0,0,419263,9725.806619,14046.507029,133093.820147,0,419205,5744.585282,-1,FILE-TRANSFER
14998440,7,56,103842,19228.769231,24709.153213,37984.736766,7,103530,10805.948127,-1,VOIP
14995807,25,419,117013,29061.641473,36664.513447,24808.839355,8,116844,16194.412527,-1,VOIP
14955429,70,34,74885,47327.306962,36928.237037,17993.939905,13,73830,20714.961219,-1,VOIP
14759062,0,0,2018859,5347.486232,10061.251534,249495.591285,0,1979816,3490.97824,4034526,VIDEO-STREAMING
14985541,161,14,76935,46829.815625,36109.549398,18378.943817,13,71448,20361.054348,-1,VOIP
14984184,174,22,76016,49128.472131,35703.535714,18591.329323,12,75192,20654.938017,-1,VOIP
14979696,0,442,99216,23929.226837,29604.247036,28418.728817,0,94728,13221.456311,-1,VOIP
13422788,33,6,11592166,610126.727273,462857,2690.188144,5,11592166,258131.788462,1258141,AUDIO-STREAMING
14983902,88,10,107689,30148.696177,23764.146264,32521.635553,10,87644,13295.387755,-1,VOIP
14894904,134,229,998896,62847.696203,64481.233766,10488.571291,13,998577,31759.413646,-1,VOIP
14996764,6,26,362069,31113.618257,35705.880952,29653.597269,5,362069,16607.712071,-1,VOIP
14959039,36,42,74037,45886.622699,35240.016509,18727.836207,9,73793,19973.330226,-1,VOIP
14953756,73,286,74494,45177.510574,34697.534722,19223.5346,11,73933,19619.548429,-1,VOIP
14988319,12,79,1200106,39756.814324,47733.509554,17773.000214,12,1200106,21659.794798,1200365,VOIP
14976404,97,9,121547,30012.833667,23327.657321,32358.210398,9,113785,13114.307356,-1,VOIP
14982294,16,287,121899,26010.927083,33080.170732,26739.763617,16,121750,14574.215953,-1,VOIP
14996948,80,14,74464,43595.77907,36489.437956,19737.53829,8,74190,19837.511905,-1,VOIP
14986235,0,0,407918,4902.268564,8984.094125,264619.521218,0,407918,3171.108125,-1,VIDEO-STREAMING
14972111,33,295,69404,21573.646974,25769.574871,30040.119303,12,60841,11733.811912,-1,VOIP
14774572,0,0,432491,8203.538034,11803.908946,158750.013787,0,429466,4839.073674,-1,FILE-TRANSFER
14970508,14,0,202572,27519.316176,34227.866667,27253.238293,0,202350,15276.222449,-1,VOIP
13885333,6,2,3052534,13249.36355,18416.001326,101579.578652,2,3052480,7701.422629,7794410,EMAIL
14979985,10,498,142276,34357.763761,42936.635057,21143.946406,10,121118,19082.783439,-1,VOIP
13942491,0,1,3405679,5971.088223,8429.212817,229910.63792,0,3405623,3494.358647,10478962,EMAIL
14987292,6,423,127737,32161.570815,40949.057377,22289.414431,6,106581,17992.218487,-1,VOIP
14961760,168,210,74538,44529.047619,35731.109785,18698.666485,12,74319,19803.353175,-1,VOIP
13682489,371,420,8148726,594890.826087,426320.0625,1551.394483,40,8146575,244330.875,9174362,EMAIL
14745092,1,0,1200575,10692.597534,14672.087562,126558.582689,0,1162919,6182.577778,13610597,EMAIL
14968455,82,25,120732,37234.962687,29682.290258,27061.269907,20,120603,16521.620309,-1,VOIP
14794736,0,0,313766,3277.522375,6138.802905,405564.857663,0,313766,2136.423971,-1,VIDEO-STREAMING
14703510,31,82,4327191,350083.571429,294073.34,2820.500369,14,4289049,158105.096774,2022833,CHAT
14993026,16,236,108667,25939.491349,32189.76129,26533.002744,16,108521,14361.136015,-1,VOIP
14981237,11,6,119536,31605.985232,25123.189597,31132.38692,6,107868,13991.392157,-1,VOIP
14987930,80,20,74962,45556.018237,36825.609337,18685.264195,11,72402,20336.808684,-1,VOIP
14904412,0,5,409285,5772.429125,8380.675252,226675.964796,0,405866,3425.929503,-1,FILE-TRANSFER
13878892,116,76,1760223,175682.177215,147223.585106,5488.118216,19,1760223,79763.747126,1862722,CHAT
14984790,44,37,76259,47270.630915,36282.794189,18522.47926,10,75803,20499.363885,-1,VOIP
14912925,0,0,452502,7386.292719,10533.915722,176901.449553,0,451907,4345.303904,-1,FILE-TRANSFER
14984668,11,270,92140,21907.409357,25925.00692,28554.508703,11,81162,11864.543943,-1,VOIP
14999641,39,360,120544,30736.969262,37309.65586,23227.555913,20,120404,16853.529213,-1,VOIP
11673560,76,274,860972,56394.009662,51419.101322,13788.054681,10,860933,26836.156322,-1,VOIP
14936140,0,0,421817,8653.615295,12593.538267,149940.125087,0,415603,5135.019547,-1,FILE-TRANSFER
12048741,29,6,11215343,463413.115385,280204.046512,4310.726895,6,11215343,172125.428571,11215382,AUDIO-STREAMING
14968569,8,270,137728,25587.297436,30799.755144,24195.237378,7,137520,13963.484142,-1,VOIP
14207861,2170,2949,12451245,1420786.1,1180774.25,564.40586,21,12451032,617733.086957,12451245,AUDIO-STREAMING
14995980,0,5,512556,8477.094404,12308.743611,153374.10426,0,476405,5027.147167,-1,FILE-TRANSFER
3266821,12679,108,2130575,408352.625,322776.6,2527.533648,28,2130575,171937.947368,3146370,CHAT
14628792,0,0,496361,8316.538943,11932.130506,155592.148459,0,496317,4899.136973,-1,FILE-TRANSFER
2400557,333273,334010,2067284,1200278.5,1200252,1420.892409,47,2066494,480120.8,2066594,CHAT
14989447,10,6,104161,27655.806273,21754.775036,36062.571221,6,88002,12166.758929,-1,VOIP
14878289,0,0,2297638,6153.138544,11578.409339,214322.373615,0,2296899,4016.820194,12294282,VIDEO-STREAMING
14987956,36,108,140297,34376.045872,42310.467422,21207.094225,8,140145,18972.394937,-1,VOIP
14582025,7,0,1833615,25098.149742,13149.029757,98150.672522,0,1833615,8623.461857,14580284,EMAIL
14913151,80,68,2722869,198842.013333,210044.535211,4552.608667,18,2722453,101450.394558,2350566,CHAT
14979743,85,6,134880,34515.536866,27124.564195,29829.897351,6,134880,15182.068826,-1,VOIP
14969163,14,269,129706,22818.846037,26778.368515,27574.385079,14,129462,12310.361842,-1,VOIP
14988708,183,290,130671,22505.567568,26670.318505,27794.395607,11,130671,12196.030106,-1,VOIP
14922555,0,0,501704,3826.296154,7272.44493,337766.75185,0,501704,2514.006877,-1,VIDEO-STREAMING
14985074,0,0,2682730,10734.293696,9748.22121,161626.233271,0,2641623,5107.549421,12391788,EMAIL
14989051,0,21,159561,5468.460781,10086.769852,237770.474908,0,123912,3545.231079,-1,VIDEO-STREAMING
14969218,0,0,3604475,24620.424342,37897.617722,49050.943986,0,3604007,14909.919323,5133676,VIDEO-STREAMING
14999255,74,12,110841,29642.796443,23658.022082,31732.286215,12,102762,13145.829974,-1,VOIP
14977727,257,511,94028,22222.146884,26276.696491,28046.418241,63,93816,12030.514859,-1,VOIP
14937533,0,0,520251,9556.962892,13707.511009,135127.215796,0,520193,5629.686134,-1,FILE-TRANSFER
14994285,70,10,119097,27065.49639,21793.928779,35027.643469,10,108517,12063.15366,-1,VOIP
14979175,183,372,93630,22158.542899,26325.184534,28082.657122,12,93402,12022.008828,-1,VOIP
14083124,0,0,516250,2933.373047,5667.17827,459225.240082,0,516250,1932.63675,-1,VIDEO-STREAMING
14938570,296,185,131977,34262.775229,44726.341317,21163.456954,28,131823,19375.774319,-1,VOIP
332547,332547,332852,332547,332547,332852,3743.405478,49,332547,110950.666667,-1,CHAT
10028957,0,0,684906,4222.718737,7939.121451,315456.560899,0,684567,2762.570252,-1,VIDEO-STREAMING
14961189,43,357,121866,34472.785714,42702.820513,21050.610425,18,121566,19069.756997,-1,VOIP
14931455,91,8,121448,28825.202703,22818.339939,33686.205518,8,121238,12739.629787,-1,VOIP
14720204,0,0,461782,9393.876197,13455.47532,137073.250595,0,456440,5529.785875,-1,FILE-TRANSFER
14959703,6,33,6323779,126777.144068,159142.840426,8365.206181,5,6323779,70233.347418,2233220,VIDEO-STREAMING
14997934,0,27,710592,8046.101931,14213.711848,157956.28918,0,710333,5136.278767,-1,VIDEO-STREAMING
14999291,0,0,1974568,4703.446535,8854.298111,280866.608962,0,1935413,3071.107903,3325303,VIDEO-STREAMING
14937039,0,0,470770,9465.804183,13496.065041,135826.602475,0,431127,5562.227848,-1,FILE-TRANSFER
14614069,7,2,8245476,67037.013761,98166.214765,19539.657639,0,8245212,39746.646739,8257903,EMAIL
14143905,0,0,1802260,16201.494845,28983.415984,81355.084263,0,1801791,10384.689427,3343241,VIDEO-STREAMING
14990055,8,250,66282,21851.392128,25936.627383,28295.760089,6,66086,11859.220728,-1,VOIP
12656652,4,33,7298460,48679.430769,72321.462857,24398.474415,0,7258821,29029.018349,7564417,VIDEO-STREAMING
14870493,54,25,122169,28707.515444,22354.635277,35056.013657,15,112448,12612.138889,-1,VOIP
14967511,0,0,509205,9467.116382,13499.367089,136478.5941,0,502407,5568.287202,-1,FILE-TRANSFER
14962514,67,16,127299,35625.033333,29791.155689,26837.201289,16,113463,16228.32321,-1,VOIP
6113776,6113776,6113448,6113776,6113776,6113448,203.802037,45,6113448,2037925.333333,6113731,AUDIO-STREAMING
14820913,0,0,727888,11052.134974,15873.440171,115856.595372,0,724903,6522.186128,-1,FILE-TRANSFER
14976877,74,17,110396,27380.031079,21244.011348,36087.667059,12,91254,11952.935355,-1,VOIP
14980447,0,0,943967,15411.98251,21965.492669,83735.923367,0,943921,9051.661631,-1,FILE-TRANSFER
14999357,0,0,562494,3898.975045,7304.226011,334818.952572,0,562494,2541.833079,-1,VIDEO-STREAMING
14931261,26,297,127850,30913.583851,38780.365285,23026.381934,26,127426,17206.001149,-1,VOIP
14973874,83,31,116196,31523.945263,25379.698305,32212.94595,17,101047,14047.060038,-1,VOIP
14973666,18,410,129670,33953.891156,43277.554913,21388.959047,18,129670,19002.581218,-1,VOIP
14953232,16,329,135756,29205.53125,37013.178218,24241.14877,16,135615,16306.933479,-1,VOIP
14970968,0,0,799083,16255.122693,23288.115086,78914.341631,0,799049,9568.234505,-1,FILE-TRANSFER
14944003,65,8,116630,36990.106436,29244.545988,28703.916348,8,116470,16314.550218,-1,VOIP
14968363,15,420,115498,28136.020677,34730.006961,25027.469108,13,115251,15527.627593,-1,VOIP
14746356,0,6,606462,16186.998902,23113.415361,79028.426618,0,606432,9513.8,-1,FILE-TRANSFER
14903495,13,17,147141,34578.87471,28596.324427,28517.917946,11,125099,15674.135983,-1,VOIP
14978568,20,370,121529,30631.018405,38080.09949,23488.282463,15,121280,16982.849206,-1,VOIP
14996510,0,0,155160,6994.640858,12828.45509,183635.531322,0,114572,4525.200664,-1,VIDEO-STREAMING
14293595,0,55,911725,16042.194164,23091.426494,80297.965002,0,911683,9459.712111,-1,FILE-TRANSFER
14989858,55,387,102964,22711.906061,26767.619643,27591.688218,11,102964,12276.899263,-1,VOIP
14990501,69,11,102979,28883.431599,22893.360856,34638.417749,9,92775,12774.808348,-1,VOIP
14988673,176,358,91739,22042.166176,26296.005263,28470.935159,34,91523,11981.534772,-1,VOIP
14949612,16,69,136695,34685.87471,41748.678771,20050.173358,16,120227,18951.002532,-1,VOIP
14998000,0,31,106724,8511.918275,15134.137235,150230.430724,0,79128,5445.896877,-1,VIDEO-STREAMING
14960882,284,214,102065,35621.147619,28121.894737,23200.098763,20,85692,15698.905561,-1,VOIP
14625530,0,5,925225,16341.374302,23289.08121,78613.924087,0,925190,9596.835302,-1,FILE-TRANSFER
14908508,0,6,815611,15860.114894,22657.303951,80875.782488,0,815577,9323.666041,-1,FILE-TRANSFER
14913981,14,42,142878,31664.503185,38882.450521,22697.6411,10,142878,17442.83528,-1,VOIP
14945114,9,5,7196508,20814.922006,29406.179487,62364.997684,5,7196508,12190.141925,9000791,FILE-TRANSFER
14996374,28,34,125445,28402.223485,35962.58753,25132.546269,10,125222,15852.69556,-1,VOIP
14995472,12,40,108765,36485.333333,28485.110476,27894.620456,12,90082,16003.705443,-1,VOIP
14988553,460,20,118931,44741.949254,36229.682809,18115.090896,17,118804,20011.419226,-1,VOIP
14993984,11,77,124437,35197.14554,43335.375723,20626.896691,11,120854,19397.424321,-1,VOIP
14937082,11,240,138134,36790.842365,46656.510903,18754.970124,11,137887,20572.788462,-1,VOIP
14928536,138,229,93769,40788.349727,32316.530172,21087.172013,15,92416,18044.630566,-1,VOIP
14903511,54,7,138586,34104.144165,27954.812383,30102.427926,7,138586,15348.865088,-1,VOIP
14983981,394,26,92718,45544.015198,35506.677725,18498.67766,15,91400,19925.590426,-1,VOIP
14976001,0,5,545243,8783.578299,12471.49036,148180.211794,0,542368,5165.919627,-1,FILE-TRANSFER
14999995,67,26,92660,45317.205438,35365.749409,18125.006042,18,90795,19867.543046,-1,VOIP
14853434,0,0,631975,10138.862799,14473.290573,127573.798437,0,627041,5969.164729,-1,FILE-TRANSFER
14961225,16,298,122216,32595.261438,40430.981132,22141.556467,15,121938,18050.413959,-1,VOIP
14836200,0,0,1035729,10281.496881,14711.896142,125526.372778,0,1035689,6058.544603,12456683,FILE-TRANSFER
14992947,48,365,120387,35868.294258,45702.103659,20567.003939,15,120210,20070.879518,-1,VOIP
14986060,56,6,157918,36285.859564,29155.015564,27145.96098,6,157798,16148.771552,-1,VOIP
14976952,15,221,121704,28365.439394,35830.076555,24311.952118,15,121564,15815.331573,-1,VOIP
14945865,219,33,96340,44882.477477,36106.342169,18196.566942,18,96340,20005.754339,-1,VOIP
14987541,232,277,155394,31354.688285,40616.495935,21712.356365,11,143175,17674.213443,-1,VOIP
14943048,99,236,118355,43439.093023,33807.893665,19713.623952,19,117017,18987.571792,-1,VOIP
14983199,93,10,106642,35421.274232,28377.287879,28787.729936,10,97472,15738.789916,-1,VOIP
14940996,88,18,120583,34034.159453,27536.808824,29707.362285,7,108422,15223.601626,-1,VOIP
14978920,25,43,134008,33139.20354,39626.592593,21723.406977,12,134008,18025.275572,-1,VOIP
14973064,89,56,124471,34263.304348,27076.942029,28589.176449,15,113169,15124.463636,-1,VOIP
14975993,20,51,122797,33882.337104,40585.205962,20721.02589,13,122641,18443.582512,-1,VOIP
14950097,12,77,155625,37944.408629,45718.776758,19449.399775,12,121188,20706.689751,-1,VOIP
14987526,86,14,118779,35017.584112,28332.871456,28540.196152,14,92494,15645.186848,-1,VOIP
14985658,384,17,92597,34213.83105,26958.447842,25259.27662,14,92465,15064.429146,-1,VOIP
14986091,27,73,132984,29793.421471,35800.086331,23155.024473,13,132747,16271.809989,-1,VOIP
14992102,5,79,137066,31039.548654,37356.9202,22159.852212,5,136837,16940.39322,-1,VOIP
14999620,9,225,122608,26881.039427,33184.719027,25397.608688,9,122351,14836.59545,-1,VOIP
14998494,11,65,127607,38164.10687,46579.059006,18877.20963,11,121081,20947.860335,-1,VOIP
14953474,252,8,90397,33755.020316,26632.967972,25507.73213,8,66577,14878.66004,-1,VOIP
14951776,81,13,122362,39554.962963,30681.272541,25884.983783,13,107923,17269.456747,-1,VOIP
14953800,217,15,100339,34938.785047,27041.249548,25360.354116,15,72254,15228.076375,-1,VOIP
14980650,10,59,128861,29088.640777,34981.131455,25203.579284,10,128538,15903.025478,-1,VOIP
14949804,375,25,94242,33295.777283,27083.097826,25200.715558,15,81373,14920.171657,-1,VOIP
14933336,88,28,126769,35725.684211,29838.332,25728.026841,21,107086,16249.707291,-1,VOIP
14989992,175,25,90728,33837.453725,26815.531306,25566.769904,12,90317,14945.286142,-1,VOIP
14980022,14,4,130267,34595.893764,28479.336502,26857.675826,0,103468,15604.4,-1,VOIP
14970589,221,70,85257,34257.640732,26826.696589,25461.837469,15,84585,15046.027136,-1,VOIP
14979472,7,71,1392867,40816,48236.774194,21061.137896,7,1392816,22093.775811,5930151,VOIP
14966385,29,6,130346,35549.608076,29172.005837,28438.912259,6,121315,16019.867521,-1,VOIP
14955567,203,101,100664,33382.962054,26908.633752,25709.580842,25,90579,14898.7167,-1,VOIP
14978049,61,4,103910,28803.940385,22901.42879,34588.399092,4,93154,12758.312606,-1,VOIP
14984983,180,15,111006,32647.021786,25771.438144,26872.649332,15,94015,14394.617083,-1,VOIP
14973738,83,13,122643,34581.381062,27581.983425,29411.171654,10,118220,15329.959058,-1,VOIP
14959233,11,369,106530,31230.131524,40429.983784,23808.395357,8,106530,17599.278824,-1,VOIP
14993294,14,345,122059,32736.449782,42691.296296,22210.062712,14,121906,18510.239506,-1,VOIP
14950713,11,106,154765,30889.902893,40741.646739,25066.718993,0,114871,17576.913247,-1,VOIP
14991892,11,378,116414,31965.654584,42283.141243,23739.165143,11,116197,18194.043689,-1,VOIP
14947467,22,275,124587,32145.090323,41975.806723,22666.117598,22,124397,18208.217497,-1,VOIP
14997705,82,9,121231,33931.459276,27318.154827,29750.48087,9,115476,15118.758065,-1,VOIP
14972446,35,196,126955,31788.632696,41473.058172,23288.779936,19,126743,17974.12485,-1,VOIP
14970728,86,7,129174,36873.714286,29828.229084,27322.709824,7,117473,16472.79538,-1,VOIP
14986116,143,14,90730,32792.376368,25894.33506,26327.468748,0,62668,14457.878496,-1,VOIP
14983540,101,59,132215,35590.356295,28925.959459,27385.435634,15,122818,15940.217021,-1,VOIP
14983258,69,20,95369,31345.728033,25309.405405,27435.997256,18,65118,13990.084967,-1,VOIP
14981076,179,19,90806,33070.807947,26053.947826,26782.160437,12,90685,14559.029155,-1,VOIP
14952136,79,15,122057,34451.926267,28336.699433,28227.470452,15,97951,15549.910788,-1,VOIP
14946208,57,14,113340,35167.548235,28254.646503,28808.952446,9,97946,15651.003141,-1,VOIP
14982774,19,419,121898,34129.32574,44459.160237,20027.463169,17,121646,19283.109395,-1,VOIP
14925808,180,0,122985,33616.684685,27008.978378,25339.45985,0,122878,14990.138,-1,VOIP
14982370,62,25,122261,33220.332594,26661.229537,25427.982614,16,122033,14776.736686,-1,VOIP
14992343,58,6,85061,22544.876692,16602.82392,44867.072015,6,60597,9555.483748,-1,VOIP
14986210,15,19,67996,22535.654135,17265.237327,43089.12612,13,61348,9769.508475,-1,VOIP
14949750,7,276,121721,32081.008584,42238.186969,23210.354688,7,121465,18231.402439,-1,VOIP
14982616,166,15,91696,35253.214118,26378,25766.819163,12,91491,15073.274648,-1,VOIP
14989917,173,10,91452,31825.726115,25363.614213,27124.125191,10,91283,14101.715898,-1,VOIP
14998784,13,202,122153,32964.36044,43197.224784,21851.571434,11,121836,18678.435866,-1,VOIP
14966683,78,14,64852,21565.825648,17171.395642,43361.879685,14,63511,9555.62157,-1,VOIP
14977047,191,88,110550,32278.118534,24656.069079,28011.012021,16,91356,13971.006524,-1,VOIP
14998108,327,19,91459,32393.321814,25483.764906,27045.344653,19,91255,14270.321598,-1,VOIP
14982977,26,64,116611,30829.170782,39806.43617,23821.701121,15,116390,17361.502897,-1,VOIP
14927709,361,424,93340,44693.739521,33633.267416,20298.054281,19,92899,19188.210256,-1,VOIP
14960516,249,16,103190,42023.921348,32296.221983,21495.756302,0,85159,18252.760049,-1,VOIP
14953160,351,224,92373,42601.595442,32577.520697,20829.247,15,92250,18438.102343,-1,VOIP
14937644,198,380,93354,44457.27381,34560.62037,19680.275274,23,93151,19425.03251,-1,VOIP
14981946,177,6,93345,42202.664789,34127.362187,20332.3082,6,91977,18845.428931,-1,VOIP
14977425,170,15,117814,40921.92623,33695.28764,20494.247087,15,103290,18466.013547,-1,VOIP
14952259,765,420,117166,45447.595745,34200.947489,19633.825467,17,114437,19505.227865,-1,VOIP
14956078,167,25,117365,42977.235632,32937.874449,20572.379996,15,107403,18625.427148,-1,VOIP
14948761,468,231,121595,45436.963526,35208.404706,18638.770005,28,109464,19819.472848,-1,VOIP
14950783,174,124,97200,43588.28863,32869.166667,20905.250348,0,96996,18735.425,-1,VOIP
14987526,218,12,93549,44872.832335,34139.984055,19418.581493,12,86558,19363.895349,-1,VOIP
14977009,177,196,93112,42548.321023,33356.461024,20113.545772,28,92972,18674.837905,-1,VOIP
14947953,179,13,122937,42225.855932,34049.767654,20018.587092,13,105668,18826.206549,-1,VOIP
14948600,85,23,115621,45575,34926.771028,19522.798774,14,104526,19747.463672,-1,VOIP
14949820,558,136,92602,45029.578313,34005.329545,19849.896524,28,85519,19356.203105,-1,VOIP
