@RELATION <ISCXFlowMeter-generated-flows>,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,
@ATTRIBUTE min_biat NUMERIC,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,
@ATTRIBUTE max_biat NUMERIC,,,,
@ATTRIBUTE class1 {TOR,NONTOR},,,
@DATA,,,,
26249,213746,19996.668,20008.8771695594,NONTOR
25783,97265,19996.5714285714,20166.9838492598,NONTOR
24941,72106,20000.3578104139,20045.5909090909,NONTOR
24642,91908,19999.6301735648,20079.2198391421,NONTOR
24754,107519,19995.364,20018.0521390374,NONTOR
25267,76186,19994.914552737,20049.6056149733,NONTOR
24662,38168,19998.5153538051,20017.4411764706,NONTOR
25300,72322,19996.5666666667,20048.307486631,NONTOR
25423,48938,19995.0320427236,19985.74,NONTOR
25141,58802,19997.576,20000.4339118825,NONTOR
25567,60893,19998.2109479306,20100.5522788204,NONTOR
25144,47922,19994.1815754339,20039.8475935829,NONTOR
24718,49446,19997.94,20007.2843791722,NONTOR
25751,43222,20003.8798397864,19997.0400534045,NONTOR
24605,123003,20002.1041388518,20024.9599465955,NONTOR
24627,37816,19999.6093333333,19994.6582109479,NONTOR
26646,50415,19998.8210947931,20002.5060080107,NONTOR
24591,47030,19999.1214953271,19988.1093333333,NONTOR
24521,44453,19995.9173333333,20033.4411764706,NONTOR
24783,48152,19996.5794392523,19993.1,NONTOR
24699,97945,19998.7530040053,19999.6915887851,NONTOR
24791,65753,19997.848,20004.4979973298,NONTOR
26442,124412,19997.134846462,20091.5710455764,NONTOR
26396,67949,19998.9813084112,20015.7396528705,NONTOR
24651,56433,19999.3013333333,20011.9385026738,NONTOR
26517,81335,20001.4365821095,20106.2094594595,NONTOR
26111,45451,20002.8037383178,20012.8851802403,NONTOR
27030,37286,19999.2990654206,20000.5020026702,NONTOR
25489,42955,19997.152,19994.4853333333,NONTOR
24606,43349,19998.6475300401,20062.4805890228,NONTOR
24626,69207,19994.5866666667,20033.7967914438,NONTOR
25691,79379,19999.3858477971,19992.3653333333,NONTOR
25967,464811,19997.6866666667,20523.3657534247,NONTOR
24386,58873,19993.5273698264,20042.9090909091,NONTOR
25055,42258,20003.473965287,20026.7981283422,NONTOR
25814,71685,19998.5386666667,19988.7653333333,NONTOR
24733,81944,20000.4779706275,20036.8288770053,NONTOR
25849,60910,19999.5874499332,19996.0653333333,NONTOR
24430,78560,19999.0173333333,20007.8582887701,NONTOR
24853,36258,20004.8090787717,19986.7453333333,NONTOR
26058,259209,20001.8691588785,20004.1615487316,NONTOR
26325,43009,19997.6813333333,19994.5567423231,NONTOR
26948,73419,20002.7650200267,20018.9372496662,NONTOR
24411,41355,20005.3524699599,20038.9532085561,NONTOR
24669,80375,19998.8651535381,19993.3346666667,NONTOR
25145,182614,19997.092,20007.0294117647,NONTOR
26738,86121,20006.0654205607,19989.464,NONTOR
24549,71087,19998.8397863818,20016.429144385,NONTOR
24613,106665,19993.4266666667,19993.9013333333,NONTOR
26079,72790,19995.8384512684,20003.2136181575,NONTOR
25499,64748,19996.6093333333,20007.6141522029,NONTOR
24788,66333,19997.1775700935,20016.4339118825,NONTOR
26045,35589,19999.6875834446,20005.8491321762,NONTOR
24550,214070,20001.2950600801,19988.5567423231,NONTOR
24590,38810,19997.8066666667,20034.3703208556,NONTOR
25596,33937,20001.08811749,19983.7289719626,NONTOR
25234,30134,19994.7706666667,19999.8344459279,NONTOR
25000,46762,19999.3898531375,19986.5226666667,NONTOR
24707,41444,20005.1882510013,20065.0093708166,NONTOR
24903,31736,20004.9238985314,20003.1361815754,NONTOR
24758,86447,20001.3791722296,19999.1842456609,NONTOR
26667,157509,19997.5533333333,20003.7530040053,NONTOR
24860,78366,19996.2002670227,20074.7737617135,NONTOR
24830,65068,19993.0333333333,20026.6938502674,NONTOR
24769,73359,19999.9986648865,20017.3070761015,NONTOR
24660,66349,20001.4953271028,20060.9250334672,NONTOR
24635,72971,19994.1586666667,20046.7152406417,NONTOR
24716,33019,19998.4619492657,20007.4232309746,NONTOR
26218,135277,19995.0253333333,19991.4173333333,NONTOR
25984,58796,19996.6635514019,20036.9786096257,NONTOR
24706,70950,20001.7049399199,20058.7643908969,NONTOR
24715,38820,19998.606141522,19987.3978638184,NONTOR
24730,165713,19999.5373333333,20055.3614457831,NONTOR
24759,68411,20002.914552737,19988.208,NONTOR
26305,67697,20003.8077436582,20058.5702811245,NONTOR
26908,135060,20001.3724966622,20021.0547396529,NONTOR
24598,58948,19994.6146666667,20002.4112149533,NONTOR
25953,86250,19996.4619492657,20023.5887850467,NONTOR
25216,61294,19992.9186666667,20026.4852941176,NONTOR
26074,68286,19997.02,20024.570855615,NONTOR
24643,125394,20002.214953271,20032.3048128342,NONTOR
25285,63258,19996.4939919893,20013.0534045394,NONTOR
24948,53643,19996.3386666667,20019.3858477971,NONTOR
25363,40928,19999.9492656876,20059.1646586345,NONTOR
24929,153436,19997.7983978638,20017.9946595461,NONTOR
26178,72971,19995.9746328438,20085.1489932886,NONTOR
24674,50609,19997.2213333333,20017.9172229639,NONTOR
25014,78432,19996.1001335113,19997.3213333333,NONTOR
26129,83157,19995.305740988,20055.072386059,NONTOR
25478,79603,19995.3053333333,20020.8104138852,NONTOR
25852,79010,19995.8838451268,20033.9612299465,NONTOR
25258,59300,19993.2933333333,20049.0909090909,NONTOR
26149,124527,20000.1588785047,20349.5751748252,NONTOR
24639,-1,19996.0133333333,0,NONTOR
25455,-1,19995.0653333333,0,NONTOR
24856,43766,19997.5346666667,20012.6219512195,NONTOR
24534,108451,20002.564753004,20010.1001335113,NONTOR
25568,45049,20000.6568758344,20013.481975968,NONTOR
25860,74943,19997.4419225634,20006.3034759358,NONTOR
25684,48359,19994.592,20001.2777036048,NONTOR
25648,67318,20000.4085447263,20013.8504672897,NONTOR
25277,76326,20003.5807743658,20006.3925233645,NONTOR
24624,54472,19999.3026666667,19983.1853333333,NONTOR
25157,75702,19995.736,20004.5754339119,NONTOR
24648,81637,19995.6248331108,20131.6120805369,NONTOR
24669,95829,19994.0280373832,20036.6016042781,NONTOR
24994,62462,19995.9652870494,20073.3547523427,NONTOR
26453,148918,19998.1466666667,20034.1191432396,NONTOR
24580,41549,19997.5962566845,20013.5220293725,NONTOR
25910,37193,19998.6653333333,20019.7690253672,NONTOR
25149,65099,20000.9813084112,20057.7978580991,NONTOR
25083,59476,19997.9613333333,20018.8128342246,NONTOR
24755,74234,19997.1108144192,20084.7962466488,NONTOR
25798,72383,20003.256341789,20019.652870494,NONTOR
24672,75251,20004.7583444593,20089.4879356568,NONTOR
24990,32269,20000.8077436582,19994.008,NONTOR
27113,109685,19995.664,20017.8596256685,NONTOR
24936,51204,19996.8253333333,19987.512,NONTOR
25972,121430,19999.7930574099,20003.699599466,NONTOR
24672,71109,19998.8518024032,20033.1844919786,NONTOR
25197,74256,19998.0426666667,19992.4626666667,NONTOR
26015,40120,20002.6448598131,20033.736631016,NONTOR
24541,42381,20000.2750333778,20044.5748663102,NONTOR
26863,45114,19998.956,20034.9826203209,NONTOR
25109,464459,19996.5514018692,20025.3070761015,NONTOR
24741,74330,19998.1373333333,20085.0080428954,NONTOR
25565,82313,19998.3257676903,19991.64,NONTOR
25451,146121,19999.0600801068,20241.8648648649,NONTOR
24753,67878,19993.8346666667,20028.1951871658,NONTOR
24685,103510,19997.1281708945,20147.7849462366,NONTOR
25807,153551,19998.2746666667,20194.4493927125,NONTOR
24848,169128,20002.9184491979,20073.0562248996,NONTOR
25438,88700,19999.632,20029.7352941176,NONTOR
24516,66844,20000.7102803738,20047.5668449198,NONTOR
24816,75723,19995.0026666667,20119.8214765101,NONTOR
25902,118112,19994.0761014686,20155.4677419355,NONTOR
24450,43275,19997.6346666667,20094.0790884718,NONTOR
24802,78328,19992.2323097463,20319.6490514905,NONTOR
25402,52000,19999.0306666667,20085.9048257373,NONTOR
24573,83910,19994.9292389853,20306.9512195122,NONTOR
24650,116219,19997.6573333333,20154.4489247312,NONTOR
27067,97099,19997.2242990654,20253.2608108108,NONTOR
24710,72482,20000.2429906542,20131.2768817204,NONTOR
24704,71011,19995.972,20140.372311828,NONTOR
26483,74572,19996.7209612817,20083.663538874,NONTOR
25124,74016,19993.3271028037,20085.7801608579,NONTOR
25562,60725,19993.432,20036.8195187166,NONTOR
25089,71202,19997.3164218959,20194.3355795148,NONTOR
24746,239231,20001.5006675567,20531.2383561644,NONTOR
24829,72226,19999.1853333333,20202.1940700809,NONTOR
24392,80794,19995.3551401869,20218.2213225371,NONTOR
25519,66227,19996.9626666667,20126.1785234899,NONTOR
25131,1034196,19997.1148197597,21625.823953824,NONTOR
24745,52237,19997.1441922563,20131.8040268456,NONTOR
25539,75264,19997.6146666667,20301.1192411924,NONTOR
27867,63131,19993.2986666667,20147.8965053763,NONTOR
25855,101289,20003.256341789,20155.1948924731,NONTOR
24691,43587,19999.9253333333,20040.0053547523,NONTOR
25272,80975,20002.4979973298,20256.6216216216,NONTOR
25246,41776,19994.9052069426,20031.7994652406,NONTOR
24852,186099,19999.9493333333,20397.7360544218,NONTOR
26326,86428,19997.4746666667,20107.018766756,NONTOR
27061,80435,20001.650200267,20160.8588709677,NONTOR
24719,133297,19998.6048064085,20275.9120433018,NONTOR
25223,123417,19995.1906666667,20212.4750337382,NONTOR
24685,96151,19997.6582109479,20243.4608108108,NONTOR
24576,62733,19998.2656875834,20124.2751677852,NONTOR
25295,39470,19998.9386666667,20058.1847389558,NONTOR
25966,46409,20004.8477970627,20183.6630727763,NONTOR
25480,73975,19997.9839786382,20124.2040268456,NONTOR
25273,55494,19996.56,20166.800807537,NONTOR
24787,73366,19996.0280373832,20182.0740242261,NONTOR
25417,64133,19997.216,20113.5073825503,NONTOR
24732,54206,19995.3711615487,20122.2161073826,NONTOR
24698,49672,19997.3244325768,20078.5107238606,NONTOR
24740,48194,19998.0613333333,20103.9154362416,NONTOR
24505,53873,20000.2429906542,20087.1796246649,NONTOR
24646,59111,19998.2746666667,20116.8872483221,NONTOR
25030,57016,20002.0480640854,20063.6626506024,NONTOR
25253,44546,19994.3186666667,20077.0508701473,NONTOR
25526,99770,19994.9399198932,20212.8733153639,NONTOR
24703,50281,19999.8133333333,20060.9303882195,NONTOR
25338,56186,20002.82376502,20117.0322147651,NONTOR
25834,35459,19998.8786666667,20061.2158176944,NONTOR
24729,72696,19997.8024032043,20098.4048257373,NONTOR
25275,71402,20001.8825100133,20279.2449255751,NONTOR
25046,47933,19995.396,20140.3051075269,NONTOR
25182,64421,20003.6755674232,20135.0336021505,NONTOR
24706,44692,20005.0894526035,20106.322147651,NONTOR
24717,46273,20003.2469959947,20152.5336021505,NONTOR
25338,44661,19998.6666666667,20080.1060402685,NONTOR
26134,101954,19996.0588235294,20146.0282258064,NONTOR
24716,77572,19999.8826666667,20114.6577181208,NONTOR
24530,57086,19999.5113484646,20101.2399463807,NONTOR
24646,116024,20001.3070761015,20294.2520325203,NONTOR
24350,58563,19993.2173333333,20123.6787634409,NONTOR
25056,86220,20002.0080106809,20149.0336021505,NONTOR
25106,50895,19998.9238985314,20067.2543507363,NONTOR
24734,62818,19998.0453333333,20059.6974564926,NONTOR
24680,47153,20004.6568758344,20084.009383378,NONTOR
24631,83859,20003.1748998665,20156.9865591398,NONTOR
24693,51615,19994.492,20062.124497992,NONTOR
24815,47917,19999.4686248331,19995.5773333333,NONTOR
26808,41269,20006.2656875834,20095.2962466488,NONTOR
24730,73830,19998.8546666667,20323.9782903663,NONTOR
25792,95937,20000.691588785,20187.3849259758,NONTOR
24653,48156,20004.4285714286,20117.560483871,NONTOR
24689,79618,19997.82,20091.5134048257,NONTOR
25314,55275,19996.7917222964,20137.1612903226,NONTOR
24952,64647,20002.7503337784,20042.7286096257,NONTOR
25579,65386,19997.256,20032.0494652406,NONTOR
24962,39317,19998.9439252336,20039.4692513369,NONTOR
25049,53837,19999.8758344459,20035.1844919786,NONTOR
25986,50291,19999.8413333333,19998.8090787717,NONTOR
41723,80185,20003.6849132176,20031.4852941176,NONTOR
25639,46414,20002.4726301736,19989.2853333333,NONTOR
24988,41505,20006.2837632777,20038.6773211568,NONTOR
56823,57369,19152.0293742018,19177.1189258312,NONTOR
480114,482921,30688.7397540984,248063.383333333,NONTOR
54850,25593,19132.3992346939,19134.5670498084,NONTOR
113644,488705,30183.1330645161,322614.911111111,NONTOR
27676,24659,19130.8978288633,19133.7662835249,NONTOR
67778,484615,30160.2112676056,338616.113636364,NONTOR
26706,30525,19119.3864795918,19105.898089172,NONTOR
75766,481035,30152.4092741935,335084.76744186,NONTOR
29930,35271,19132.0816326531,19155.7493606138,NONTOR
84657,487706,30258.9313131313,329041.977272727,NONTOR
30016,26125,19129.5938697318,19105.8609693878,NONTOR
85162,483399,30286.8767676768,317129.5,NONTOR
36387,24875,19156.3772378517,19108.2050955414,NONTOR
75887,481560,30241.622983871,327562.954545455,NONTOR
30460,25349,19047.2579415502,19104.7857142857,NONTOR
99141,481173,30198.1151515151,311344.25,NONTOR
32584,25212,19156.1905370844,19135.7164750958,NONTOR
86425,482823,30010.2625250501,332631,NONTOR
28483,25555,19155.7097186701,19109.9068877551,NONTOR
94005,482131,30259.3838383838,327597.75,NONTOR
27344,26014,19132.3256704981,19155.1954022989,NONTOR
74692,481239,30407.3955375254,335322.093023256,NONTOR
27821,24843,19106.9719745223,19107.5931122449,NONTOR
68899,483083,30198.5584677419,323806.47826087,NONTOR
27367,25463,19107.2614795918,19135.8837803321,NONTOR
71376,482617,30224.5515151515,320249.177777778,NONTOR
27280,25461,19131.8748403576,19132.9591315453,NONTOR
82203,483414,30226.4052419355,335247.930232558,NONTOR
27318,24807,19135.3703703704,19153.9207161125,NONTOR
77507,481973,30313.6761133603,320164.555555556,NONTOR
26420,25569,19156.1700767263,19104.7159235669,NONTOR
95983,482414,30112.4518072289,331011.6,NONTOR
28358,25421,19077.5687022901,19119.2066326531,NONTOR
72146,483270,30262.5232323232,309553.510638298,NONTOR
35311,25150,19107.3035714286,19136.4980842912,NONTOR
88636,483104,30324.2388663968,320319.260869565,NONTOR
29135,25485,19155.2148337596,19132.1339285714,NONTOR
68335,481401,30167.5130784708,325076.311111111,NONTOR
41322,25264,19132.4617346939,19151.679028133,NONTOR
100625,482503,30114.3118712274,331005.955555556,NONTOR
27468,25465,19131.2247765006,19106.0929936306,NONTOR
68445,482131,30204.7459677419,327450.613636364,NONTOR
37989,25736,19130.5484693878,19130.1698595147,NONTOR
71558,486228,30267.5919191919,320399.911111111,NONTOR
33469,24927,19154.7276214834,19158.2276214834,NONTOR
75245,482658,30098.6867469879,328322.244444444,NONTOR
27679,25177,19107.4540816327,19103.8137755102,NONTOR
92878,487323,30258.496969697,331065.844444444,NONTOR
35760,25536,19132.0204081633,19080.9096692112,NONTOR
71876,483840,30283.8927125506,327352.844444444,NONTOR
30204,25059,19131.4495530013,19152.6615581098,NONTOR
77669,485738,30110.8393574297,313545.434782609,NONTOR
26563,25308,19132.3329081633,19127.4929757344,NONTOR
90428,485129,30280.5616161616,320511.066666667,NONTOR
30249,25107,19118.7461734694,19130.3418367347,NONTOR
94252,484772,30245.8606060606,331091.2,NONTOR
41193,25479,19107.7184713376,19104.1683673469,NONTOR
77450,484534,30172.0584677419,329014.931818182,NONTOR
32225,25336,19130.6309067688,19136.2630906769,NONTOR
99487,482555,30138.2696177062,315340.760869565,NONTOR
27956,28638,19155.4859335038,19130.3214285714,NONTOR
69792,485017,30251.8767676768,327749.704545455,NONTOR
30731,25660,19132.0727040816,19134.6819923372,NONTOR
76809,483543,30068.5923694779,316892.957446808,NONTOR
42875,25245,19131.9169859515,19155.5172413793,NONTOR
73439,483084,30260.1393939394,338115.279069767,NONTOR
26621,24846,19107.2767857143,19102.6441326531,NONTOR
91209,486746,30169.0181086519,332594.454545455,NONTOR
30919,25249,19155.7841634738,19131.4916985951,NONTOR
76482,483692,30370.5659229209,320265.066666667,NONTOR
27260,25412,19105.575255102,19130.220945083,NONTOR
90870,483276,30169.0040322581,330913.288888889,NONTOR
27604,25308,19159.8120204604,19129.9642401022,NONTOR
88137,484901,30290.7737373737,322436.777777778,NONTOR
28324,35679,19102.5625,19127.4706632653,NONTOR
70623,482668,30167.8490945674,331128.795454545,NONTOR
29324,25271,19130.9003831418,19134.7535121328,NONTOR
74005,481104,30285.197979798,313311.804347826,NONTOR
26910,25193,19132.0012755102,19105.3469387755,NONTOR
86257,481531,30141.2374245473,323942,NONTOR
28980,26642,19107.6339285714,19126.724137931,NONTOR
95553,485100,30162.6036217304,309455.361702128,NONTOR
30712,26072,19107.2691326531,19102.7133757962,NONTOR
70161,490703,30189.2137096774,335556.930232558,NONTOR
43980,110159,19278.2102803738,19539.1948717949,NONTOR
29860,-1,14934,0,NONTOR
68856,484051,30208.5317460317,330872.3,NONTOR
20178,-1,19579,0,NONTOR
6182347,6144207,772063.866666667,609508.894736842,NONTOR
7723710,7725102,50818.3254237288,50690.5257731959,NONTOR
27957,29244,19710.7092105263,19658.1625163827,NONTOR
21431,27401,19749.2674571805,19794.9338624339,NONTOR
21347,26879,19710.2868421053,19890.3938992042,NONTOR
21339,30551,19684.6968503937,19811.3955026455,NONTOR
21085,23001,19736.1436100132,19761.8866930171,NONTOR
21463,30026,19634.0904325033,19662.4842519685,NONTOR
30050,24326,19710.6609724047,19765.0963060686,NONTOR
7592783,7831200,591357.12,520680.571428571,NONTOR
21300,27801,19762.1807387863,19736.0105263158,NONTOR
21999,26521,19710.0026281209,19789.9511228534,NONTOR
20997,28978,19710.825,19659.2742782152,NONTOR
21290,26185,19709.1894736842,19702.5952693824,NONTOR
21261,26937,19607.4849673203,19584.4588235294,NONTOR
21140,23253,19659.8267716535,19629.7617801047,NONTOR
21959,24418,19788.6068601583,19715.2552631579,NONTOR
21157,28447,19762.1820580475,19682.0879265092,NONTOR
329885,125476,329885,125476,NONTOR
21166,24428,19723.3434210526,19719.0210526316,NONTOR
21383,26298,19684.8412073491,19656.7388451444,NONTOR
21567,22903,19736.1238471673,19712.8684210526,NONTOR
21255,27875,19684.4060446781,19730.7736842105,NONTOR
21051,23370,19582.739869281,19581.4901960784,NONTOR
21165,23237,19683.8896189225,19765.5237467019,NONTOR
21137,27752,19684.1522309711,19625.1910994764,NONTOR
21050,22969,19632.9803407602,19670.3333333333,NONTOR
125358,325549,125358,325549,NONTOR
21367,29226,19581.7154046997,19601.0955497382,NONTOR
21131,27376,19658.4645669291,19709.9434954008,NONTOR
21362,22927,19684.7086614173,19662.7296587927,NONTOR
21310,27570,19685.6149802891,19680.8202099738,NONTOR
21137,26862,19762.512516469,19756.3965744401,NONTOR
21083,27650,19840.782781457,19955.6790945406,NONTOR
21083,29303,19788.4604221636,19788.2734478203,NONTOR
21138,25174,19645.3346456693,19657.4482306684,NONTOR
144545,344082,144545,344082,NONTOR
21149,25241,19658.4396325459,19634.9148099607,NONTOR
21258,29245,19606.0078431373,19680.9185282523,NONTOR
21254,24289,19608.3913612565,19622.0405759162,NONTOR
21184,27256,19632.3106159895,19603.2797385621,NONTOR
21079,25048,19581.4177545692,19630.9750982962,NONTOR
21141,23004,19684.358738502,19710.8434210526,NONTOR
21163,28984,19658.5590551181,19654.6788990826,NONTOR
168523,368053,168523,368053,NONTOR
4863933,4864723,39112.9014084507,39312.8781869688,NONTOR
101174,501549,101174,301062.5,NONTOR
944991,948618,359774.318181818,291201.678571429,NONTOR
133987,123853,16197.0583783784,39095.7460732984,NONTOR
26182,121858,18425.6752767528,40161.0053763441,NONTOR
22124,119477,18427.226044226,40789.6757493188,NONTOR
41701,121034,18436.5535055351,41370.7977839335,NONTOR
22160,119947,18381.818627451,41737.5810055866,NONTOR
22072,121464,18380.6846625767,41214.303030303,NONTOR
22465,121630,18425.815498155,43730.7683284458,NONTOR
22310,168845,18427.2063882064,42487.0997150997,NONTOR
26895,150693,18447.89408867,40911.0382513661,NONTOR
22441,152343,18404.6564417178,40589.8994565217,NONTOR
26351,104164,18425.8437884379,40629.8315217391,NONTOR
26973,119899,18404.6855036855,39469.4342105263,NONTOR
21985,124875,18335.162591687,40083.3951612903,NONTOR
21643,94420,18381.7071078431,40169.2144772118,NONTOR
22394,165951,18380.963190184,40685.3804347826,NONTOR
21740,121021,18539.4492574257,40382.1432432432,NONTOR
23702,111437,18359.7258261934,40928.5863013699,NONTOR
24170,121814,18472.4648581998,45158.498489426,NONTOR
22078,147167,18334.0685434517,48230.1511254019,NONTOR
24681,122590,18427.4557739558,41140.3168044077,NONTOR
23166,143519,18375.6764705882,40759.7602179837,NONTOR
23208,207680,18460.6403940887,42169.0366197183,NONTOR
25124,119653,18516.5710754017,41042.7417582418,NONTOR
24300,127228,18382.2781862745,41174.0027548209,NONTOR
26715,123952,18397.1582822086,42203.0451977401,NONTOR
24032,152563,18470.5240443896,50013.8127090301,NONTOR
25349,124708,18334.6193390453,44121.0474777448,NONTOR
30246,151100,18359.2790697674,44321.8106508876,NONTOR
22847,136466,18345.1738066095,44704.9074626866,NONTOR
22138,241339,18404.1828220859,41852.8179271709,NONTOR
31041,150775,18448.2943349754,41050.2252747253,NONTOR
25354,151270,18518.4913580247,43642.2915451895,NONTOR
21714,121466,18494.1543209877,40515.9756756757,NONTOR
22896,189853,18427.4243542435,46447.261682243,NONTOR
23988,150467,18449.495694957,46643.4545454545,NONTOR
22068,121844,18380.4110429448,41409.6077348066,NONTOR
22834,124190,18470.6942046856,40381.3324324324,NONTOR
22043,181243,18448.7253694581,43021.9655172414,NONTOR
24513,119460,18449.3542435424,39718.2387267904,NONTOR
22505,114600,18392.8503067485,40465.3351351351,NONTOR
23091,121499,18494.2333333333,41095.8630136986,NONTOR
21244,182754,18404.5889570552,49688.09,NONTOR
21787,137745,18426.3665436654,47392.2278481013,NONTOR
21789,182002,18358.3860294118,47605.6984126984,NONTOR
22835,122631,18448.8228782288,40489.7588075881,NONTOR
21723,149292,18448.1761083744,45646.8719512195,NONTOR
25367,151572,18471.2281134402,43847.2023460411,NONTOR
23033,181214,18402.8353808354,40750.1253405995,NONTOR
21998,185421,18450.0713407134,45082.515060241,NONTOR
22204,148258,18433.6199261993,48768.325732899,NONTOR
21296,160466,18359.7221542228,49461.7317880795,NONTOR
23274,149984,18479.934648582,43994.5162241888,NONTOR
22517,156324,18403.1007371007,41619.3314763231,NONTOR
22453,163432,18448.1330049261,52530.7964912281,NONTOR
21744,154003,18427.3255528256,47153.6403785489,NONTOR
21472,164176,18357.8026960784,42358.7033898305,NONTOR
21511,148717,18366.9435582822,40605.9673913043,NONTOR
58139,262227,18412.0493333333,45694.9039735099,NONTOR
56780,56460,19152.3141762452,19177.0179028133,NONTOR
480120,482963,30689.1803278689,248062.7,NONTOR
54835,25702,19131.9361430396,19134.4865900383,NONTOR
113685,489790,30183.7197580645,322624.355555556,NONTOR
27643,25877,19131.881377551,19132.4125159642,NONTOR
67797,484940,30160.6418511066,338641.772727273,NONTOR
26705,31625,19119.6581632653,19105.7133757962,NONTOR
75770,483059,30152.9133064516,335076.11627907,NONTOR
29893,35855,19132.3545918367,19156.0230179028,NONTOR
84635,487445,30259.3757575758,329052.363636364,NONTOR
30040,25417,19129.8620689655,19107.3222929936,NONTOR
85168,483607,30287.2707070707,317104.52173913,NONTOR
36383,25626,19156.6943734015,19103.6964285714,NONTOR
75885,481741,30270.397979798,327563.818181818,NONTOR
30448,25228,19047.459974587,19105.1683673469,NONTOR
99075,481778,30163.4314516129,311351.25,NONTOR
32664,25501,19156.4693094629,19136.1174968072,NONTOR
86494,483500,30010.745490982,332636.340909091,NONTOR
28465,27055,19156.0179028133,19109.8022959184,NONTOR
93987,482773,30259.8606060606,327628.386363636,NONTOR
27345,26559,19132.6436781609,19156.098339719,NONTOR
74717,482138,30407.878296146,335341.720930233,NONTOR
27796,26112,19107.2369426752,19107.9783163265,NONTOR
68910,484225,30198.8931451613,323823.543478261,NONTOR
27393,27174,19107.5344387755,19137.6411238825,NONTOR
71322,482698,30225.0727272727,320241.622222222,NONTOR
27265,26044,19132.0830140485,19133.7318007663,NONTOR
82200,484432,30226.7963709677,335240.813953488,NONTOR
27297,25283,19135.748403576,19154.9539641944,NONTOR
77491,481974,30314.2004048583,320148.933333333,NONTOR
26429,27023,19156.4974424552,19105.6675159236,NONTOR
96013,483292,30112.8915662651,331031.555555556,NONTOR
28331,26715,19077.8040712468,19118.0191326531,NONTOR
72129,484107,30262.9575757576,309576.127659574,NONTOR
35313,26501,19107.5892857143,19137.3358876117,NONTOR
88707,484072,30324.7165991903,320336.108695652,NONTOR
29105,25158,19155.5613810742,19132.4336734694,NONTOR
68350,482711,30167.9738430583,325036.244444444,NONTOR
41341,25648,19131.5363984674,19152.2020460358,NONTOR
100630,483345,30114.8531187123,331008.933333333,NONTOR
27400,26241,19132.1173469388,19104.7130102041,NONTOR
68493,482161,30205.1733870968,327429.704545455,NONTOR
37993,26872,19130.8520408163,19130.0816326531,NONTOR
71560,486663,30267.995959596,320431.622222222,NONTOR
33419,26243,19155.650063857,19159.7020460358,NONTOR
75202,483848,30099.1044176707,328359,NONTOR
27646,25564,19105.7474489796,19103.4987244898,NONTOR
92850,488840,30259.0282828283,331049.266666667,NONTOR
35776,26957,19131.0498084291,19081.8193384224,NONTOR
71990,483386,30284.1700404858,327348.6,NONTOR
30194,26981,19131.6858237548,19151.3708439898,NONTOR
77672,487312,30111.2449799197,313528.195652174,NONTOR
26535,26301,19134.0357598978,19128.3137755102,NONTOR
90423,485354,30280.9797979798,320488.711111111,NONTOR
30255,25755,19119.1262755102,19129.3001277139,NONTOR
94287,485637,30246.3111111111,331094.4,NONTOR
41175,25763,19130,19121.2155612245,NONTOR
77372,484122,30172.5463709677,329006.136363636,NONTOR
32186,26000,19132.0586734694,19132.5683269476,NONTOR
99544,482834,30138.7203219316,315351.97826087,NONTOR
27933,28104,19158.3836317136,19126.2219387755,NONTOR
69822,485883,30252.3070707071,327766.181818182,NONTOR
30745,25417,19132.6020408163,19131.816091954,NONTOR
76827,484036,30069.0321285141,316902.382978723,NONTOR
42896,25371,19133.9182630907,19155.8965517241,NONTOR
73462,483577,30260.5898989899,338153.395348837,NONTOR
26582,26054,19107.8038216561,19108.1658163265,NONTOR
91230,486254,30169.4466800805,332586.318181818,NONTOR
30921,25164,19155.7020460358,19135.1392081737,NONTOR
76452,483008,30371.0730223124,320287.244444444,NONTOR
27242,26108,19108.2385204082,19138.0114942529,NONTOR
90817,484358,30169.4899193548,330914.888888889,NONTOR
27581,25952,19157.0780051151,19135.6219667944,NONTOR
88115,485560,30291.1535353535,322427.844444444,NONTOR
28338,35624,19102.4094387755,19131.1709183673,NONTOR
70593,483394,30168.2474849095,331153.386363636,NONTOR
29293,25969,19132.7765006386,19135.0191570881,NONTOR
74025,481739,30285.6888888889,313329.826086957,NONTOR
26864,26201,19132.1211734694,19104.5650510204,NONTOR
86254,483097,30141.7625754527,323947.391304348,NONTOR
28975,25334,19106.4706632653,19129.7091836735,NONTOR
95584,486088,30163.0201207243,309464.340425532,NONTOR
30708,26213,19108,19112.6339285714,NONTOR
70198,490740,30189.7016129032,335560.302325581,NONTOR
68852,484661,30209.1349206349,330937.7,NONTOR
43938,110142,19278.5046728972,19559.8724489796,NONTOR
21524,-1,19804.5,0,NONTOR
29833,-1,14938.5,0,NONTOR
6385686,6579083,1683815.25,1677594.375,NONTOR
7250916,7250483,1181521,836285.823529412,NONTOR
7431842,7360642,43813.8859649123,44852.1381381381,NONTOR
21014,25586,19711.7026315789,19683.3258869908,NONTOR
21050,29161,19697.4375821288,19622.5013089005,NONTOR
21002,23828,19658.4062909568,19611.3102094241,NONTOR
30079,28138,19684.3022339028,19761.5718050066,NONTOR
30117,26822,19788.6068601583,19814.2698412698,NONTOR
21137,22934,19632.7182175623,19719.8868421053,NONTOR
